10	15	15	30	25	24	23
10	16	20	14	18	27	7
10	17	4	17	5	11	16
10	18	1	6	13	26	8
11	1	30	18	16	28	22
11	2	7	21	23	6	14
11	3	4	27	24	10	26
11	4	19	25	9	20	11
11	5	22	13	1	15	5
11	6	12	23	29	3	27
11	7	24	16	19	8	2
11	8	14	17	21	18	1
11	9	13	11	6	30	25
11	10	5	20	7	2	29
11	11	28	12	17	10	26
11	12	8	15	4	9	3
11	13	25	14	21	27	19
11	14	2	30	10	23	1
11	15	15	28	11	18	29
11	16	6	7	26	3	22
11	17	17	13	4	16	20
11	18	12	9	8	5	24
12	1	21	3	2	12	17
12	2	25	26	24	7	18
12	3	23	14	8	29	13
12	4	10	20	19	17	15
12	5	28	5	21	4	6
12	6	9	11	27	1	16
12	7	15	22	2	13	25
12	8	30	4	12	19	7
12	9	3	1	29	26	5
12	10	18	10	20	23	11
12	11	27	16	6	25	8
12	12	2	24	22	28	14
12	13	29	27	30	17	5
12	14	18	19	1	9	6
12	15	11	12	13	20	3
12	16	23	7	15	8	21
12	17	14	10	22	24	4
12	18	16	9	28	30	26
13	1	1	28	19	2	23
13	2	13	24	27	3	18
13	3	21	2	9	11	17
13	4	8	13	19	26	16
13	5	15	3	12	14	30
13	6	6	20	24	1	21
13	7	9	23	18	22	4
13	8	7	25	10	5	16
13	9	28	8	4	27	20
13	10	12	19	25	6	29
13	11	11	15	7	14	1
13	12	10	29	17	22	8
13	13	16	2	30	21	3
13	14	6	26	20	23	15
13	15	5	22	11	12	27
13	16	24	29	28	25	17
13	17	26	9	14	10	13
13	18	4	5	30	18	7
14	1	7	13	28	23	9
14	2	19	21	24	4	11
14	3	10	15	18	12	27
14	4	5	23	26	25	2
14	5	17	3	16	6	22
14	6	14	8	20	1	30
14	7	29	27	7	24	2
14	8	22	5	15	19	9
14	9	6	30	11	10	28
14	10	3	17	1	4	25
14	11	8	26	14	2	12
14	12	16	18	29	20	21
14	13	4	28	13	15	12
14	14	27	6	5	11	14
14	15	20	9	3	7	24
14	16	26	25	22	30	21
14	17	18	1	23	16	17
14	18	13	29	8	19	10
15	1	2	6	13	22	18
15	2	3	19	15	14	28
15	3	17	12	8	7	11
15	4	24	16	5	13	20
15	5	1	26	21	29	15
15	6	9	30	23	27	4
15	7	11	2	16	15	10
15	8	8	4	6	3	5
15	9	29	18	25	9	14
15	10	30	17	26	24	13
15	11	20	22	7	1	19
15	12	28	21	27	18	8
15	13	23	24	11	10	3
15	14	12	2	4	25	20
15	15	6	14	17	16	7
15	16	27	19	30	26	29
15	17	25	1	10	28	5
15	18	21	22	23	12	9
16	1	1	15	12	6	24
16	2	23	29	21	5	4
16	3	7	10	2	8	9
16	4	11	25	13	28	22
16	5	14	12	4	16	27
16	6	15	17	20	30	19
16	7	2	28	3	9	29
16	8	22	7	26	23	16
16	9	25	10	17	21	27
16	10	30	24	19	8	18
16	11	29	27	14	11	1
16	12	26	5	18	20	3
16	13	12	13	6	7	30
16	14	24	15	9	21	26
16	15	28	20	14	17	23
16	16	19	11	16	3	25
16	17	10	8	22	5	1
16	18	13	18	2	4	6
17	1	2	16	1	30	11
17	2	20	9	10	6	29
17	3	22	14	25	24	12
17	4	17	4	15	8	26
17	5	3	23	27	13	19
17	6	5	21	28	18	7
17	7	27	20	22	15	2
17	8	5	30	9	25	11
17	9	4	7	1	29	24
17	10	19	6	28	26	8
17	11	9	12	18	17	13
17	12	16	14	3	21	15
17	13	17	24	5	2	23
17	14	18	3	30	22	10
17	15	26	1	13	27	28
17	16	21	11	8	20	6
17	17	14	23	29	4	25
17	18	7	10	12	19	16
18	1	13	30	21	14	23
18	2	27	7	15	25	6
18	3	16	3	8	9	1
18	4	24	11	17	22	4
18	5	19	5	26	2	14
18	6	20	18	25	1	12
18	7	6	28	4	23	8
18	8	21	9	19	27	17
18	9	29	26	11	18	10
18	10	3	20	2	7	28
18	11	15	24	23	5	13
18	12	25	22	8	30	29
18	13	10	21	3	26	12
18	14	4	19	15	16	18
18	15	22	17	7	6	1
18	16	9	27	5	20	30
18	17	11	2	14	10	13
18	18	12	29	16	28	24
19	1	30	6	12	29	16
19	2	21	8	20	24	14
19	3	18	23	3	11	22
19	4	28	4	10	19	5
19	5	25	16	6	9	26
19	6	29	13	30	15	7
19	7	17	1	2	12	27
19	8	22	4	16	13	20
19	9	2	8	18	5	21
19	10	28	25	11	17	15
19	11	7	1	9	14	10
19	12	4	3	27	24	26
19	13	23	19	21	7	25
19	14	12	9	28	11	5
19	15	8	13	29	3	17
19	16	1	18	14	22	26
19	17	30	6	24	19	2
19	18	27	10	23	15	20
20	1	13	25	24	10	18
20	2	8	12	23	11	15
20	3	3	21	1	28	30
20	4	5	17	6	18	14
20	5	20	11	26	4	7
20	6	9	29	19	2	22
20	7	24	28	16	8	25
20	8	23	26	10	17	30
20	9	11	29	12	20	21
20	10	6	27	7	18	3
20	11	19	1	13	9	4
20	12	26	22	29	5	15
20	13	14	30	17	27	28
20	14	16	10	4	23	2
20	15	14	20	25	3	19
20	16	7	27	22	12	8
20	17	15	2	9	1	24
20	18	13	5	21	16	6
21	1	11	23	29	19	1
21	2	10	18	6	15	24
21	3	27	21	22	28	16
21	4	12	30	4	26	14
21	5	17	9	20	13	8
21	6	25	2	3	1	5
21	7	18	7	28	6	23
21	8	29	15	17	21	4
21	9	22	12	9	26	24
21	10	20	16	5	30	10
21	11	19	7	14	8	11
21	12	3	13	27	2	25
21	13	4	11	18	30	9
21	14	1	3	10	12	6
21	15	21	14	15	13	22
21	16	24	19	5	23	27
21	17	2	26	7	16	17
21	18	28	8	20	29	25
22	1	18	28	12	19	13
22	2	10	14	2	29	4
22	3	26	6	11	27	9
22	4	23	5	3	22	8
22	5	7	24	1	30	21
22	6	15	16	25	17	18
22	7	6	22	20	10	19
22	8	9	15	29	3	7
22	9	14	2	11	24	28
22	10	23	1	26	25	20
22	11	8	16	27	6	29
22	12	1	4	13	7	5
22	13	30	15	8	12	2
22	14	9	17	22	10	28
22	15	26	13	19	21	11
22	16	16	25	30	14	23
22	17	5	20	18	27	12
22	18	17	21	24	4	3
23	1	13	20	24	29	2
23	2	4	27	6	15	10
23	3	21	12	19	25	9
23	4	3	22	17	24	11
23	5	8	28	26	18	15
23	6	27	9	16	14	1
23	7	6	23	21	2	12
23	8	22	4	25	7	10
23	9	28	8	1	13	30
23	10	16	24	7	20	23
23	11	5	17	14	6	19
23	12	29	18	9	26	23
23	13	30	11	5	3	16
23	14	10	8	27	1	21
23	15	12	14	4	22	28
23	16	25	26	7	17	20
23	17	19	3	30	18	2
23	18	15	11	13	5	29
24	1	14	10	8	26	3
24	2	2	18	27	17	29
24	3	11	1	20	4	6
24	4	15	7	9	28	5
24	5	24	30	25	10	27
24	6	13	28	23	3	6
24	7	1	16	19	24	26
24	8	8	25	21	9	4
24	9	20	19	15	22	14
24	10	1	29	23	12	17
24	11	18	24	16	21	22
24	12	30	7	12	29	3
24	13	11	5	17	8	18
24	14	2	6	15	25	22
24	15	19	4	28	16	27
24	16	5	12	10	14	13
24	17	20	9	11	23	30
24	18	26	13	2	21	7
25	1	23	15	3	8	12
25	2	6	19	10	30	17
25	3	9	2	4	18	14
25	4	12	20	24	28	26
25	5	22	5	1	29	21
25	6	7	27	8	11	19
25	7	16	25	12	13	17
25	8	29	14	6	28	24
25	9	21	30	2	15	20
25	10	4	3	26	5	25
25	11	27	9	22	23	13
25	12	10	29	14	7	16
25	13	25	15	18	11	1
25	14	24	22	30	4	8
25	15	3	6	21	9	20
25	16	17	23	5	19	7
25	17	18	26	13	1	27
25	18	28	10	2	16	11
26	1	18	12	20	4	16
26	2	22	26	6	27	30
26	3	17	14	3	1	13
26	4	28	25	29	19	5
26	5	7	10	11	21	12
26	6	9	16	23	24	15
26	7	3	22	28	7	18
26	8	16	6	9	2	8
26	9	23	11	26	25	14
26	10	21	27	28	17	30
26	11	24	3	13	10	29
26	12	5	4	15	22	1
26	13	20	8	19	2	18
26	14	11	7	24	27	25
26	15	15	13	14	30	9
26	16	12	1	26	6	2
26	17	8	17	4	23	29
26	18	19	21	5	20	10
27	1	27	20	28	3	9
27	2	6	24	17	26	19
27	3	13	8	25	16	23
27	4	14	6	27	5	15
27	5	30	23	10	1	28
27	6	25	29	18	21	6
27	7	22	23	12	2	27
27	8	19	30	7	13	4
27	9	1	14	8	20	24
27	10	26	28	16	15	5
27	11	2	17	10	25	9
27	12	29	20	13	11	22
27	13	18	21	4	14	7
27	14	10	19	15	12	3
27	15	1	22	17	16	11
27	16	29	7	30	8	26
27	17	12	5	18	9	24
27	18	4	2	11	3	21
28	1	21	19	29	22	16
28	2	8	27	10	26	4
28	3	6	18	14	11	23
28	4	28	17	2	7	15
28	5	5	30	25	24	12
28	6	27	3	19	29	1
28	7	20	4	6	13	17
28	8	10	18	23	15	30
28	9	14	2	22	8	5
28	10	25	1	12	28	20
28	11	15	26	29	18	19
28	12	7	16	1	9	3
28	13	4	28	24	23	2
28	14	30	9	21	14	25
28	15	13	10	22	20	7
28	16	24	11	8	6	3
28	17	26	12	27	17	16
28	18	11	5	21	9	13
29	1	2	13	25	19	11
29	2	8	12	9	7	6
29	3	1	10	29	24	21
29	4	2	27	5	23	15
29	5	22	18	3	17	26
29	6	4	30	11	16	15
29	7	28	21	19	12	14
29	8	6	23	7	5	1
29	9	3	15	20	25	4
29	10	16	13	18	27	8
29	11	9	24	17	14	10
29	12	23	21	28	22	26
29	13	5	20	16	30	3
29	14	9	19	1	4	26
29	15	29	14	20	27	2
29	16	17	25	8	10	18
29	17	13	24	7	12	22
29	18	11	29	30	6	28
30	1	23	29	16	10	12
30	2	20	26	9	18	28
30	3	12	4	8	13	11
30	4	27	25	22	7	24
30	5	20	3	23	5	17
30	6	15	2	13	1	6
30	7	14	21	26	11	16
30	8	19	28	5	8	10
30	9	30	1	18	24	17
30	10	25	6	4	21	27
30	11	16	9	12	29	22
30	12	3	7	14	2	30
30	13	17	8	15	1	21
30	14	18	14	24	20	19
30	15	10	13	4	28	29
30	16	26	11	2	27	5
30	17	22	6	30	19	23
30	18	7	15	3	25	9
31	1	14	10	26	3	13
31	2	16	7	28	11	17
31	3	24	5	6	29	9
31	4	21	12	2	30	20
31	5	23	18	27	4	1
31	6	15	19	11	3	24
31	7	10	2	1	22	25
31	8	7	8	20	26	23
31	9	9	30	27	28	13
31	10	25	29	6	12	14
31	11	5	4	16	18	21
31	12	30	17	22	8	19
31	13	24	26	10	15	7
31	14	29	27	17	20	11
31	15	19	23	9	2	25
31	16	14	28	1	5	8
31	17	12	22	3	4	18
31	18	13	16	21	6	15
32	1	28	24	13	25	18
32	2	30	29	26	15	4
32	3	8	9	23	3	11
32	4	10	20	5	22	6
32	5	27	7	19	21	12
32	6	4	28	2	17	14
32	7	6	25	30	16	8
32	8	11	1	12	10	18
32	9	3	24	29	23	21
32	10	20	22	15	14	27
32	11	17	5	1	19	13
32	12	6	26	7	2	28
32	13	1	20	16	9	10
32	14	2	15	18	8	29
32	15	26	12	25	30	5
32	16	23	4	14	13	7
32	17	3	16	24	27	19
32	18	21	17	9	11	22
33	1	18	11	22	28	25
33	2	21	17	15	27	10
33	3	13	3	6	26	20
33	4	4	9	23	19	29
33	5	24	16	8	14	2
33	6	18	1	30	7	5
33	7	17	3	12	15	28
33	8	11	23	10	4	6
33	9	8	5	25	21	13
33	10	12	14	24	9	27
33	11	16	2	7	20	29
33	12	19	8	22	1	26
33	13	27	18	3	10	30
33	14	9	6	4	24	17
33	15	7	11	29	5	14
33	16	28	13	15	16	22
33	17	26	19	25	12	2
33	18	1	30	20	21	23
34	1	2	12	11	4	20
34	2	24	28	27	23	1
34	3	13	29	30	17	26
34	4	9	10	21	8	7
34	5	15	14	19	6	18
34	6	22	16	5	4	3
34	7	27	17	23	7	12
34	8	3	25	14	29	1
34	9	2	30	9	13	24
34	10	6	3	21	28	8
34	11	5	26	16	23	10
34	12	25	1	11	15	4
34	13	29	22	28	18	9
34	14	20	19	7	25	10
34	15	5	21	17	2	24
34	16	22	6	14	30	16
34	17	19	27	13	26	11
34	18	18	15	12	20	8
35	1	7	26	4	21	18
35	2	25	5	17	27	14
35	3	1	29	15	6	12
35	4	11	20	28	24	30
35	5	23	13	2	22	3
35	6	8	15	27	9	7
35	7	10	4	16	30	21
35	8	25	23	6	18	13
35	9	17	24	20	8	22
35	10	1	18	29	16	2
35	11	4	11	19	3	27
35	12	14	9	26	12	5
35	13	16	2	10	19	28
35	14	29	25	7	30	22
35	15	21	24	1	26	6
35	16	15	23	20	14	19
35	17	12	10	13	11	17
35	18	28	8	5	3	9
36	1	19	12	18	13	16
36	2	15	28	21	23	25
36	3	2	27	30	1	8
36	4	26	22	9	11	14
36	5	4	7	24	5	6
36	6	29	21	27	13	20
36	7	10	18	3	25	9
36	8	30	19	14	17	4
36	9	7	16	8	1	12
36	10	28	15	22	6	23
36	11	17	20	29	26	3
36	12	5	10	18	2	27
36	13	22	21	12	19	24
36	14	23	30	8	29	11
36	15	13	4	1	9	20
36	16	16	17	3	14	7
36	17	26	25	28	6	2
36	18	24	11	5	10	15
37	1	3	7	13	15	26
37	2	27	6	25	16	20
37	3	21	14	11	18	23
37	4	30	22	10	29	4
37	5	2	9	17	7	15
37	6	26	24	1	23	16
37	7	27	5	12	22	13
37	8	11	1	7	28	19
37	9	14	8	26	10	21
37	10	20	15	18	5	30
37	11	11	2	24	25	4
37	12	17	6	19	10	29
37	13	9	27	28	20	16
37	14	18	13	8	24	14
37	15	21	3	2	22	1
37	16	12	5	4	29	28
37	17	8	19	23	17	25
37	18	6	9	3	12	30
38	1	4	3	27	25	8
38	2	24	13	29	28	14
38	3	17	12	23	2	30
38	4	7	11	6	18	16
38	5	10	23	24	27	15
38	6	5	20	26	22	1
38	7	8	29	19	3	24
38	8	9	10	26	13	25
38	9	18	27	30	21	7
38	10	6	4	5	11	2
38	11	1	14	10	12	28
38	12	16	21	9	15	19
38	13	22	18	20	17	23
38	14	14	30	6	1	3
38	15	12	26	15	8	4
38	16	29	25	22	9	11
38	17	20	7	2	19	28
38	18	13	16	21	5	17
39	1	13	17	8	2	18
39	2	3	12	11	20	21
39	3	27	28	14	4	22
39	4	30	9	13	5	19
39	5	24	26	20	16	29
39	6	15	13	17	1	6
39	7	28	3	18	30	10
39	8	14	11	16	23	15
39	9	19	22	24	7	18
39	10	21	2	4	9	6
39	11	23	5	3	7	29
39	12	30	1	11	26	27
39	13	25	8	12	24	5
39	14	29	15	10	22	2
39	15	25	28	21	17	26
39	16	8	19	4	16	1
39	17	12	23	27	6	9
39	18	7	20	25	14	10
40	1	9	7	24	29	27
40	2	20	6	22	10	8
40	3	16	2	25	15	3
40	4	26	21	29	28	18
40	5	4	30	5	24	20
40	6	11	17	1	12	9
40	7	2	27	23	14	26
40	8	19	4	6	7	13
40	9	15	22	30	12	21
40	10	28	10	16	11	8
40	11	5	18	14	3	19
40	12	25	1	13	30	23
40	13	18	4	9	20	17
40	14	11	8	29	15	5
40	15	1	24	2	3	21
40	16	22	6	19	27	25
40	17	10	14	7	26	17
40	18	23	16	28	13	12
41	1	20	13	2	8	11
41	2	4	29	1	18	27
41	3	3	16	17	26	22
41	4	19	9	30	28	15
41	5	23	5	10	21	6
41	6	24	12	4	25	14
41	7	30	2	22	8	7
41	8	1	26	15	19	10
41	9	5	29	25	16	17
41	10	12	20	28	6	24
41	11	9	18	7	14	23
41	12	3	27	13	21	11
41	13	7	25	5	1	28
41	14	2	10	3	29	12
41	15	6	17	30	11	24
41	16	8	21	20	19	23
41	17	22	14	15	4	13
41	18	18	26	16	27	9
42	1	6	8	9	10	22
42	2	2	11	18	5	26
42	3	13	30	7	24	16
42	4	21	1	12	20	25
42	5	17	3	27	28	4
42	6	13	23	22	5	9
42	7	19	6	29	18	12
42	8	15	14	17	20	16
42	9	26	24	23	4	3
42	10	29	7	21	13	10
42	11	14	22	19	11	1
42	12	18	25	8	26	30
42	13	28	19	2	12	20
42	14	10	24	27	15	25
42	15	21	23	14	30	29
42	16	16	9	4	2	1
42	17	27	3	6	8	5
42	18	15	28	11	17	7
43	1	20	15	1	13	3
43	2	19	21	5	17	2
43	3	8	30	28	14	27
43	4	3	22	11	16	25
43	5	29	20	9	2	26
43	6	24	18	15	21	16
43	7	10	19	27	4	13
43	8	22	2	12	7	23
43	9	17	29	14	6	18
43	10	11	8	20	9	24
43	11	16	28	10	30	5
43	12	26	7	6	4	12
43	13	25	13	8	29	14
43	14	1	18	23	10	24
43	15	7	15	5	27	4
43	16	9	25	19	3	30
43	17	28	1	21	22	6
43	18	12	17	26	23	11
44	1	18	13	24	28	22
44	2	14	16	12	19	3
44	3	27	11	25	7	21
44	4	30	6	26	13	2
44	5	23	29	28	9	15
44	6	5	22	26	24	19
44	7	6	10	18	3	20
44	8	16	4	7	23	8
44	9	14	5	1	9	21
44	10	27	12	15	25	30
44	11	10	11	3	18	2
44	12	4	8	17	1	22
44	13	5	27	20	29	28
44	14	23	2	17	24	25
44	15	26	21	8	15	4
44	16	20	30	11	19	7
44	17	6	14	16	1	29
44	18	9	12	13	10	17
45	1	22	27	21	16	13
45	2	12	20	25	5	18
45	3	28	4	23	19	29
45	4	2	1	20	14	27
45	5	24	15	9	11	6
45	6	1	3	28	7	26
45	7	17	30	27	22	10
45	8	29	16	24	8	12
45	9	4	23	14	20	3
45	10	30	9	18	17	21
45	11	7	5	6	8	2
45	12	13	26	29	11	19
45	13	25	15	22	4	10
45	14	21	17	2	6	28
45	15	14	24	30	26	5
45	16	11	25	16	18	23
45	17	3	7	13	12	15
45	18	8	19	10	1	9
46	1	22	20	26	23	9
46	2	18	14	12	13	8
46	3	7	17	5	25	1
46	4	21	28	3	10	24
46	5	15	29	4	2	30
46	6	26	16	19	27	6
46	7	5	12	11	3	22
46	8	17	18	24	4	19
46	9	15	6	13	23	20
46	10	30	1	29	27	11
46	11	24	10	2	16	7
46	12	29	21	19	9	25
46	13	8	27	3	23	17
46	14	25	26	13	2	28
46	15	20	7	22	21	14
46	16	16	10	4	30	5
46	17	12	8	18	15	1
46	18	6	9	14	28	11
47	1	4	8	25	21	20
47	2	3	22	2	18	29
47	3	14	26	10	30	12
47	4	13	23	1	24	27
47	5	28	5	8	18	7
47	6	2	19	15	17	14
47	7	12	11	21	28	4
47	8	23	3	6	19	30
47	9	29	7	17	20	16
47	10	11	13	15	5	10
47	11	1	25	3	9	16
47	12	22	28	27	26	8
47	13	25	24	6	14	13
47	14	9	4	7	12	1
47	15	10	23	30	5	20
47	16	17	29	24	22	11
47	17	26	21	16	6	15
47	18	27	19	9	2	18
48	1	30	11	20	18	1
48	2	7	10	14	29	25
48	3	5	17	9	15	28
48	4	21	27	2	12	24
48	5	1	5	29	13	6
48	6	8	16	22	23	19
48	7	6	20	10	27	17
48	8	18	4	30	25	22
48	9	24	15	19	7	3
48	10	2	13	26	16	9
48	11	11	10	21	8	14
48	12	28	1	23	25	18
48	13	4	6	17	3	26
48	14	16	22	12	14	5
48	15	15	24	29	8	26
48	16	3	30	7	21	13
48	17	19	2	11	4	9
48	18	27	12	28	20	23
49	1	20	30	8	24	16
49	2	15	6	18	22	7
49	3	12	21	23	26	29
49	4	9	14	3	27	5
49	5	13	28	4	20	24
49	6	2	25	17	1	22
49	7	11	18	21	16	27
49	8	30	3	28	29	4
49	9	19	13	12	17	8
49	10	23	11	7	10	2
49	11	9	15	1	24	14
49	12	19	26	5	25	20
49	13	10	23	16	28	4
49	14	22	9	27	7	29
49	15	6	17	25	30	15
49	16	3	2	8	5	21
49	17	14	18	26	11	13
49	18	10	19	1	6	12
50	1	30	9	22	3	12
50	2	5	8	6	11	23
50	3	13	29	16	17	18
50	4	4	27	14	15	7
50	5	21	28	30	19	2
50	6	26	1	9	10	8
50	7	24	12	11	17	27
50	8	7	21	25	29	6
50	9	20	14	10	2	13
50	10	24	5	4	18	26
50	11	16	25	15	20	19
50	12	23	3	2	22	1
50	13	17	8	9	30	7
50	14	28	16	14	6	11
50	15	27	29	19	5	23
50	16	1	22	13	21	4
50	17	18	24	20	15	3
50	18	25	10	26	12	28
51	1	10	17	21	9	5
51	2	6	4	20	18	12
51	3	28	22	1	14	19
51	4	25	23	13	7	24
51	5	3	30	16	26	11
51	6	29	2	27	8	15
51	7	18	14	23	21	9
51	8	20	4	22	26	17
51	9	19	27	24	1	10
51	10	12	15	5	2	30
51	11	11	20	7	19	21
51	12	13	16	5	9	28
51	13	8	11	25	3	6
51	14	29	7	1	12	16
51	15	22	6	24	14	2
51	16	15	25	23	30	26
51	17	27	28	18	13	8
51	18	17	3	10	4	29
52	1	3	17	8	13	28
52	2	6	9	12	25	4
52	3	5	1	11	20	15
52	4	27	2	10	16	18
52	5	8	26	22	15	21
52	6	23	14	4	3	12
52	7	21	19	13	24	30
52	8	26	7	28	6	27
52	9	29	1	23	11	17
52	10	4	5	2	16	25
52	11	1	20	30	8	14
52	12	7	12	18	19	10
52	13	9	24	29	28	20
52	14	19	13	6	22	23
52	15	14	21	17	27	25
52	16	7	18	26	5	3
52	17	16	9	15	29	30
52	18	2	24	11	10	22
53	1	26	11	30	23	9
53	2	24	28	5	1	22
53	3	4	8	14	2	7
53	4	25	20	13	10	29
53	5	21	16	6	27	3
53	6	15	18	19	28	17
53	7	2	29	12	26	11
53	8	30	4	9	7	24
53	9	8	25	16	14	19
53	10	20	10	3	6	15
53	11	12	5	17	23	21
53	12	18	27	1	22	26
53	13	14	6	28	30	2
53	14	10	19	21	4	29
53	15	11	15	27	13	12
53	16	9	22	25	8	20
53	17	17	23	18	24	16
53	18	5	7	3	1	13
54	1	19	20	17	11	7
54	2	22	16	27	12	30
54	3	3	25	24	29	5
54	4	28	26	15	14	10
54	5	1	13	4	21	18
54	6	2	8	23	9	6
54	7	22	7	25	28	11
54	8	5	4	16	19	27
54	9	1	26	6	17	24
54	10	13	30	29	18	14
54	11	23	21	8	15	10
54	12	20	3	19	9	26
54	13	30	17	2	12	13
54	14	10	5	4	11	22
54	15	14	3	7	23	28
54	16	18	9	15	25	27
54	17	24	12	29	6	8
54	18	16	2	20	21	1
55	1	19	18	30	5	6
55	2	29	27	20	22	3
55	3	7	13	9	26	8
55	4	11	28	24	25	21
55	5	15	30	22	1	16
55	6	26	10	5	17	14
55	7	23	2	18	4	20
55	8	8	28	3	12	1
55	9	6	11	10	27	13
55	10	12	16	7	24	23
55	11	21	14	15	29	4
55	12	17	19	26	2	25
55	13	16	6	28	20	9
55	14	29	22	12	5	18
55	15	4	30	11	8	17
55	16	27	15	1	7	2
55	17	9	24	21	10	3
55	18	25	23	19	13	14
56	1	30	23	27	25	1
56	2	15	14	5	16	17
56	3	28	9	2	18	11
56	4	1	29	6	21	19
56	5	8	12	25	10	5
56	6	22	13	9	7	17
56	7	4	27	24	30	26
56	8	11	19	8	14	3
56	9	21	15	13	20	5
56	10	17	3	18	2	6
