Version,Set,Item1,Item2,Item3,Item4,Item5
7,18,9,11,13,20,10
8,1,16,10,4,9,3
8,2,2,8,5,22,13
8,3,17,6,7,1,12
8,4,24,18,11,23,21
8,5,19,15,10,20,14
8,6,13,12,21,16,6
8,7,8,1,23,2,3
8,8,18,15,5,19,11
8,9,4,17,8,6,20
8,10,22,7,9,14,24
8,11,10,16,17,21,19
8,12,12,9,18,15,2
8,13,3,22,20,11,1
8,14,5,13,14,24,23
8,15,11,19,6,12,4
8,16,15,18,10,8,22
8,17,21,20,13,7,9
8,18,14,5,3,17,1
9,1,20,3,12,10,24
9,2,9,2,6,5,8
9,3,15,23,4,7,21
9,4,17,16,18,22,13
9,5,19,10,2,1,15
9,6,3,11,12,14,16
9,7,6,13,19,24,21
9,8,1,20,7,18,5
9,9,2,4,3,11,17
9,10,8,19,23,9,14
9,11,12,21,22,17,7
9,12,13,4,20,1,2
9,13,16,5,24,6,9
9,14,10,3,14,18,23
9,15,1,22,11,8,15
9,16,14,20,22,5,19
9,17,18,9,21,8,4
9,18,23,17,16,15,6
10,1,19,4,23,12,17
10,2,22,24,7,2,10
10,3,18,12,8,19,13
10,4,5,6,4,23,11
10,5,15,24,1,16,20
10,6,7,6,13,3,14
10,7,1,9,19,6,22
10,8,24,8,17,5,3
10,9,14,2,15,20,12
10,10,9,11,10,21,5
10,11,23,15,3,13,22
10,12,21,1,2,6,18
10,13,12,22,17,4,10
10,14,16,1,8,7,23
10,15,11,19,24,20,18
10,16,17,21,9,3,15
10,17,20,13,5,4,7
10,18,2,21,14,10,16
11,1,7,2,3,19,16
11,2,14,13,15,24,9
11,3,8,10,4,18,6
11,4,11,16,5,17,1
11,5,3,18,9,14,7
11,6,24,17,10,23,2
11,7,15,7,18,11,12
11,8,4,8,14,22,9
11,9,19,1,21,13,12
11,10,6,3,7,8,20
11,11,21,5,22,2,24
11,12,10,23,1,9,11
11,13,13,18,16,20,17
11,14,24,15,6,11,4
11,15,8,5,12,15,19
11,16,22,14,1,16,4
11,17,6,19,13,10,2
11,18,22,12,20,21,23
12,1,17,12,21,3,14
12,2,11,2,22,19,18
12,3,13,8,23,4,15
12,4,16,9,12,10,20
12,5,5,24,6,7,1
12,6,9,11,17,13,22
12,7,21,7,19,14,23
12,8,10,3,16,6,8
12,9,5,1,20,15,21
12,10,12,4,18,24,2
12,11,20,14,17,8,10
12,12,5,16,11,2,7
12,13,3,22,15,9,24
12,14,18,23,13,1,6
12,15,4,10,19,5,3
12,16,13,12,24,7,8
12,17,2,6,14,18,17
12,18,23,21,11,22,16
13,1,1,17,10,8,24
13,2,7,20,9,19,4
13,3,2,23,3,12,5
13,4,14,18,21,16,13
13,5,10,22,11,15,6
13,6,19,9,24,23,16
13,7,20,11,2,13,3
13,8,21,6,1,4,12
13,9,9,5,20,22,18
13,10,7,15,8,14,11
13,11,1,24,18,21,3
13,12,17,13,7,10,5
13,13,22,16,2,12,8
13,14,15,17,6,9,19
13,15,23,14,5,1,20
13,16,3,7,13,4,22
13,17,11,21,8,17,19
13,18,4,10,16,18,12
14,1,6,11,12,16,3
14,2,2,17,23,9,1
14,3,10,20,15,24,21
14,4,22,19,6,5,14
14,5,8,18,9,13,7
14,6,5,2,4,16,15
14,7,7,24,12,22,17
14,8,3,8,21,6,23
14,9,18,10,22,1,19
14,10,24,4,11,14,13
14,11,16,3,18,19,15
14,12,21,5,4,17,9
14,13,12,1,13,11,10
14,14,20,7,2,23,6
14,15,9,8,5,3,1
14,16,15,22,23,20,17
14,17,10,21,7,2,14
14,18,8,19,24,20,16
15,1,14,16,8,1,4
15,2,9,2,3,11,20
15,3,24,18,23,5,10
15,4,8,13,15,19,2
15,5,16,22,17,18,7
15,6,20,4,13,12,5
15,7,6,23,9,21,11
15,8,12,15,14,7,1
15,9,19,17,24,3,21
15,10,2,14,10,6,22
15,11,11,12,5,18,8
15,12,13,6,16,15,9
15,13,23,4,19,7,24
15,14,22,10,20,3,21
15,15,17,13,1,2,14
15,16,4,9,15,10,7
15,17,24,20,17,11,18
15,18,1,3,22,23,12
16,1,3,1,9,7,11
16,2,15,2,8,21,18
16,3,4,23,14,11,20
16,4,5,12,6,24,22
16,5,23,3,7,10,13
16,6,14,19,2,5,9
16,7,18,15,4,3,17
16,8,7,21,16,20,6
16,9,11,1,12,15,10
16,10,13,8,22,17,5
16,11,12,9,18,2,24
16,12,6,11,20,17,19
16,13,16,14,24,23,15
16,14,21,7,1,22,4
16,15,19,20,10,12,8
16,16,16,5,21,24,13
16,17,18,6,3,8,23
16,18,1,16,19,13,9
17,1,17,16,2,8,4
17,2,5,12,3,20,15
17,3,10,6,14,9,18
17,4,22,24,13,23,11
17,5,21,19,1,4,2
17,6,7,5,17,14,15
17,7,13,10,16,21,3
17,8,24,2,6,1,20
17,9,19,7,18,12,23
17,10,6,4,10,24,17
17,11,18,14,20,22,21
17,12,9,17,23,16,12
17,13,3,24,11,19,7
17,14,1,23,5,10,8
17,15,12,21,15,6,13
17,16,11,8,22,4,9
17,17,14,11,19,16,5
17,18,8,13,7,2,20
18,1,20,9,23,17,24
18,2,18,10,11,5,21
18,3,12,20,14,4,24
18,4,23,22,16,15,2
18,5,14,3,4,13,19
18,6,17,18,8,24,1
18,7,5,6,11,3,2
18,8,21,8,12,9,14
18,9,23,7,4,18,10
18,10,15,1,19,13,22
18,11,16,20,9,7,6
18,12,17,13,10,2,12
18,13,7,21,15,5,6
18,14,3,19,8,16,22
18,15,4,15,9,11,1
18,16,13,18,6,14,22
18,17,2,3,24,12,16
18,18,20,11,21,10,19
19,1,23,5,11,13,8
19,2,15,3,1,14,17
19,3,9,22,2,21,24
19,4,5,4,18,20,16
19,5,6,23,12,19,17
19,6,10,24,7,1,16
19,7,9,20,13,18,3
19,8,8,14,15,6,10
19,9,7,2,22,12,11
19,10,4,17,3,8,21
19,11,19,2,1,18,6
19,12,11,16,12,7,14
19,13,24,15,21,23,4
19,14,8,5,17,20,7
19,15,24,14,10,9,13
19,16,2,4,3,22,23
19,17,1,12,20,15,18
19,18,22,9,5,19,10
20,1,15,23,17,11,10
20,2,2,18,21,9,5
20,3,16,13,6,1,4
20,4,19,24,8,14,23
20,5,10,3,20,22,12
20,6,6,7,24,8,9
20,7,12,21,18,4,11
20,8,14,17,16,22,5
20,9,2,15,19,20,13
20,10,1,22,7,3,18
20,11,4,6,9,5,12
20,12,21,19,13,17,7
20,13,20,8,23,16,1
20,14,11,24,14,15,3
20,15,4,10,5,2,19
20,16,6,16,17,1,21
20,17,22,12,8,13,15
20,18,18,11,2,23,14
21,1,7,2,1,11,8
21,2,15,10,9,16,18
21,3,13,5,23,24,21
21,4,22,1,4,14,20
21,5,3,11,6,17,9
21,6,12,15,7,5,19
21,7,13,16,11,10,20
21,8,3,8,21,14,5
21,9,18,6,22,19,24
21,10,5,9,4,23,1
21,11,17,14,18,12,2
21,12,23,22,20,6,15
21,13,24,7,16,4,2
21,14,21,12,19,10,8
21,15,9,17,2,3,13
21,16,11,4,22,6,8
21,17,14,23,10,21,7
21,18,17,18,3,24,15
22,1,3,13,12,1,23
22,2,10,20,4,17,22
22,3,18,9,8,19,16
22,4,5,24,13,6,14
22,5,7,1,11,21,17
22,6,16,2,15,5,3
22,7,19,20,21,9,14
22,8,24,11,22,13,16
22,9,10,8,7,15,6
22,10,19,2,23,18,4
22,11,15,21,1,9,22
22,12,20,3,24,12,6
22,13,11,19,13,18,4
22,14,9,16,12,7,23
22,15,1,10,14,8,2
22,16,17,18,5,7,22
22,17,4,15,10,3,24
22,18,8,21,20,2,11
23,1,20,5,18,11,1
23,2,21,19,16,23,3
23,3,13,10,12,2,6
23,4,22,9,8,24,18
23,5,14,4,15,20,7
23,6,1,17,19,9,5
23,7,3,11,6,14,23
23,8,17,12,16,8,4
23,9,1,7,24,19,10
23,10,2,22,15,21,12
23,11,23,13,18,10,17
23,12,8,3,9,24,20
23,13,12,14,5,22,16
23,14,6,18,21,4,7
23,15,15,1,14,8,13
23,16,16,6,17,10,11
23,17,7,4,3,13,5
23,18,11,23,2,15,9
24,1,20,9,14,2,17
24,2,5,15,19,3,10
24,3,21,13,4,16,9
24,4,24,1,11,12,19
24,5,22,23,6,7,2
24,6,1,17,3,15,18
24,7,8,20,23,5,13
24,8,4,6,1,5,24
24,9,18,19,14,16,20
24,10,6,8,2,21,24
24,11,10,12,9,1,22
24,12,14,6,17,11,19
24,13,12,7,9,18,3
24,14,23,22,16,4,8
24,15,13,21,7,15,11
24,16,2,16,10,3,20
24,17,12,24,13,17,14
24,18,18,5,10,23,21
25,1,21,16,3,6,1
25,2,22,24,18,14,10
25,3,9,4,13,6,15
25,4,17,21,1,20,23
25,5,19,7,22,8,3
25,6,24,11,5,16,2
25,7,20,13,6,12,19
25,8,11,10,17,4,8
25,9,16,22,7,18,13
25,10,9,14,23,10,1
25,11,6,18,5,17,15
25,12,2,3,19,14,4
25,13,21,9,24,7,11
25,14,19,15,12,23,8
25,15,7,1,20,13,2
25,16,11,5,21,22,12
25,17,16,17,24,20,15
25,18,23,14,4,9,12
26,1,22,2,20,19,17
26,2,5,16,1,11,9
26,3,3,12,8,21,18
26,4,14,6,7,17,5
26,5,10,20,15,4,24
26,6,13,14,11,8,21
26,7,15,23,20,16,7
26,8,9,22,3,10,6
26,9,2,13,23,24,18
26,10,12,19,4,1,7
26,11,15,8,2,17,9
26,12,19,21,22,24,16
26,13,10,5,12,13,3
26,14,14,18,6,23,1
26,15,4,20,11,22,5
26,16,7,10,21,2,14
26,17,8,12,18,16,6
26,18,17,3,19,11,23
27,1,24,1,5,8,22
27,2,7,17,9,19,13
27,3,20,14,16,21,3
27,4,18,4,2,15,11
27,5,23,5,19,6,20
27,6,24,11,8,7,12
27,7,14,15,22,1,13
27,8,16,6,2,12,10
27,9,1,17,21,3,4
27,10,11,9,10,18,20
27,11,1,2,15,5,19
27,12,4,23,17,22,12
27,13,5,9,14,7,16
27,14,13,18,24,21,15
27,15,3,2,7,23,10
27,16,6,8,9,20,12
27,17,4,19,10,22,21
27,18,8,24,18,3,14
28,1,18,4,16,9,23
28,2,13,22,3,2,6
28,3,17,7,8,10,5
28,4,16,15,14,11,19
28,5,12,21,20,24,1
28,6,23,11,13,22,17
28,7,8,1,4,20,2
28,8,10,24,5,18,23
28,9,15,19,21,6,9
28,10,5,13,12,4,14
28,11,7,23,15,19,8
28,12,9,20,22,3,24
28,13,6,10,16,1,11
28,14,21,12,15,2,17
28,15,19,20,11,18,7
28,16,17,8,13,9,16
28,17,22,7,6,14,4
28,18,2,3,1,5,18
29,1,6,17,1,13,19
29,2,18,22,23,21,14
29,3,3,4,20,10,13
29,4,12,6,7,24,2
29,5,3,8,22,15,11
29,6,9,16,5,2,21
29,7,20,18,6,1,8
29,8,11,12,14,15,5
29,9,22,16,17,7,23
29,10,10,19,24,9,4
29,11,20,23,13,5,21
29,12,1,11,3,12,9
29,13,8,14,17,2,10
29,14,4,15,18,16,6
29,15,19,2,9,13,22
29,16,24,3,15,5,7
29,17,16,1,12,19,10
29,18,14,24,4,20,17
30,1,5,21,8,17,4
30,2,15,9,10,22,20
30,3,2,6,23,11,24
30,4,16,3,19,4,14
30,5,18,13,7,12,20
30,6,24,1,16,8,22
30,7,10,4,2,21,11
30,8,17,5,19,12,18
30,9,23,7,9,14,1
30,10,11,24,13,19,8
30,11,21,7,6,4,3
30,12,20,9,14,15,18
30,13,13,5,10,6,22
30,14,12,16,24,17,2
30,15,3,13,1,23,15
30,16,7,10,11,18,16
30,17,23,20,8,12,21
30,18,19,2,5,22,15
31,1,8,1,21,13,16
31,2,15,10,20,6,17
31,3,9,24,4,23,5
31,4,14,22,12,11,3
31,5,1,2,18,7,19
31,6,5,20,3,16,6
31,7,19,23,10,14,8
31,8,11,18,17,4,13
31,9,10,15,21,24,12
31,10,22,8,2,9,7
31,11,6,19,11,20,24
31,12,15,4,16,23,3
31,13,17,21,22,1,18
31,14,7,14,2,20,13
31,15,21,12,23,9,6
31,16,4,15,5,8,7
31,17,13,14,24,10,1
31,18,2,17,11,3,9
32,1,6,16,15,13,14
32,2,23,12,4,1,11
32,3,5,10,22,20,2
32,4,8,18,19,21,3
32,5,9,13,24,17,7
32,6,2,8,23,6,4
32,7,19,5,12,16,20
32,8,22,21,6,14,11
32,9,24,7,1,3,17
32,10,18,10,15,8,9
32,11,23,16,13,11,2
32,12,4,1,20,18,22
32,13,3,19,9,14,12
32,14,21,17,24,15,5
32,15,12,22,7,13,10
32,16,16,18,14,2,24
32,17,1,6,17,10,23
32,18,20,11,9,7,21
33,1,8,23,3,20,5
33,2,13,9,2,4,1
33,3,14,21,3,10,16
33,4,18,7,12,6,15
33,5,14,11,1,5,8
33,6,24,17,23,19,22
33,7,13,12,8,2,16
33,8,6,19,11,10,3
33,9,20,2,21,12,17
33,10,7,11,16,15,22
33,11,10,3,18,5,13
33,12,22,24,14,16,17
33,13,4,20,12,19,7
33,14,15,23,14,9,1
33,15,21,4,13,24,19
33,16,17,8,7,4,10
33,17,5,9,18,21,6
33,18,11,15,20,24,23
34,1,14,4,12,24,18
34,2,17,6,5,19,9
34,3,7,3,21,23,2
34,4,12,11,10,1,24
34,5,21,13,15,14,19
34,6,16,7,20,5,1
34,7,3,9,4,22,12
34,8,2,8,6,18,24
34,9,13,14,17,11,20
34,10,22,6,1,3,15
34,11,16,5,10,23,21
34,12,9,13,6,8,11
34,13,2,20,22,8,14
34,14,12,15,23,17,19
34,15,18,16,8,11,4
34,16,10,3,24,7,9
34,17,1,22,19,2,21
34,18,23,17,18,13,5
35,1,1,14,21,7,10
35,2,8,3,13,15,4
35,3,12,24,6,7,5
35,4,19,23,16,18,22
35,5,11,12,1,15,2
35,6,3,9,17,16,20
35,7,15,22,7,21,13
35,8,5,2,4,14,6
35,9,24,20,9,13,23
35,10,17,21,11,3,18
35,11,23,10,22,6,12
35,12,4,1,19,9,16
35,13,6,14,7,17,8
35,14,18,13,2,10,15
35,15,21,8,20,16,24
35,16,9,18,5,12,14
35,17,20,17,2,1,4
35,18,19,5,8,22,11
36,1,22,5,9,2,24
36,2,15,16,17,4,6
36,3,8,1,3,12,13
36,4,19,7,23,20,18
36,5,11,9,4,21,10
36,6,3,2,6,23,14
36,7,9,24,15,8,19
36,8,13,22,21,6,20
36,9,4,23,2,5,12
36,10,6,19,3,18,1
36,11,7,16,11,23,8
36,12,20,12,15,10,11
36,13,14,18,1,22,17
36,14,10,19,13,5,16
36,15,24,4,22,3,20
36,16,2,21,14,9,7
36,17,16,10,8,12,17
36,18,5,11,24,1,15
37,1,8,15,20,19,14
37,2,23,22,18,11,1
37,3,16,21,12,13,9
37,4,17,5,19,2,3
37,5,10,7,4,18,24
37,6,1,3,20,6,8
37,7,12,14,11,17,9
37,8,15,5,16,22,7
37,9,21,24,13,4,6
37,10,5,8,3,14,10
37,11,24,23,1,21,19
37,12,11,6,16,7,2
37,13,3,13,18,22,12
37,14,2,15,10,9,23
37,15,1,4,5,11,13
37,16,18,17,10,20,21
37,17,14,2,19,24,4
37,18,22,6,9,17,8
38,1,4,2,21,1,8
38,2,3,16,14,24,23
38,3,9,1,17,15,7
38,4,21,12,8,18,5
38,5,19,15,4,10,22
38,6,11,6,7,20,3
38,7,16,1,24,13,10
38,8,15,18,23,8,21
38,9,7,19,5,3,17
38,10,14,22,20,12,4
38,11,6,9,19,16,18
38,12,13,12,17,2,23
38,13,5,11,22,24,6
38,14,20,10,9,1,14
38,15,2,18,11,19,13
38,16,17,3,15,4,16
38,17,8,24,7,23,13
38,18,10,20,5,6,2
39,1,17,19,24,8,1
39,2,23,14,13,5,9
39,3,16,15,22,17,20
39,4,12,24,2,3,18
39,5,14,8,10,19,11
39,6,1,16,6,15,12
39,7,22,4,18,7,9
39,8,10,11,17,23,21
39,9,1,12,7,5,15
39,10,20,23,14,6,18
39,11,9,21,24,11,3
39,12,18,10,8,16,22
39,13,13,20,12,3,19
39,14,7,21,16,14,2
39,15,4,13,6,11,5
39,16,24,17,3,2,15
39,17,8,4,23,9,22
39,18,6,7,19,21,1
40,1,9,8,1,10,2
40,2,12,18,14,15,7
40,3,22,23,21,3,5
40,4,19,11,9,20,16
40,5,4,10,13,17,6
40,6,2,19,22,24,12
40,7,21,5,13,14,15
40,8,7,3,11,4,18
40,9,20,1,23,16,24
40,10,6,17,15,12,8
40,11,19,14,4,11,23
40,12,18,13,16,1,3
40,13,24,22,5,7,17
40,14,6,20,9,15,21
40,15,23,7,3,8,10
40,16,11,2,22,21,16
40,17,13,9,10,19,12
40,18,5,20,2,18,4
41,1,15,2,19,13,20
41,2,1,3,5,14,9
41,3,11,2,12,16,4
41,4,14,22,10,6,24
41,5,5,7,8,20,13
41,6,15,17,18,24,11
41,7,4,1,6,7,14
41,8,3,21,4,23,15
41,9,7,16,5,19,10
41,10,18,17,8,9,14
41,11,12,23,21,6,19
41,12,22,11,20,10,3
41,13,24,9,16,12,23
41,14,17,13,1,22,21
41,15,16,18,15,9,5
41,16,8,11,24,13,7
41,17,20,4,17,21,12
41,18,2,6,3,8,18
42,1,13,9,2,18,1
42,2,21,14,16,17,19
42,3,23,15,7,2,10
42,4,20,8,11,5,1
42,5,9,12,7,22,3
42,6,10,24,14,18,21
42,7,3,6,13,23,16
42,8,4,15,8,19,22
42,9,9,7,11,2,17
42,10,3,5,12,14,20
42,11,19,10,9,4,6
42,12,23,5,24,17,15
42,13,7,19,18,1,20
42,14,15,13,14,11,22
42,15,16,8,2,5,21
42,16,13,3,4,10,17
42,17,1,22,23,12,11
42,18,18,24,6,16,4
43,1,14,19,22,8,7
43,2,11,21,15,9,4
43,3,24,10,12,1,8
43,4,22,23,20,13,18
43,5,12,16,17,7,14
43,6,18,5,19,3,11
43,7,17,2,1,22,10
43,8,5,6,8,9,23
43,9,4,21,7,24,20
43,10,1,15,3,16,13
43,11,11,6,17,23,19
43,12,10,12,21,22,5
43,13,24,14,15,20,2
43,14,8,4,18,12,16
43,15,6,20,13,7,9
43,16,2,3,14,19,24
43,17,5,1,23,4,17
43,18,21,18,10,15,6
44,1,22,17,20,16,9
44,2,21,13,3,8,19
44,3,14,11,6,1,2
44,4,13,22,18,23,14
44,5,8,20,5,24,15
44,6,2,23,4,14,7
44,7,6,9,24,3,22
44,8,16,18,10,17,5
44,9,1,12,19,21,6
44,10,7,4,13,15,24
44,11,23,12,11,10,20
44,12,21,1,9,15,18
44,13,12,7,17,11,3
44,14,10,19,16,2,4
44,15,15,14,8,5,11
44,16,20,10,1,4,3
44,17,9,24,5,13,12
44,18,7,16,22,21,8
45,1,3,2,23,8,9
45,2,19,5,6,17,22
45,3,13,11,21,14,16
45,4,18,10,24,7,1
45,5,12,8,15,2,6
45,6,3,1,16,20,14
45,7,10,15,4,9,23
45,8,17,19,20,18,21
45,9,2,22,1,5,4
45,10,16,23,7,6,24
45,11,14,18,12,11,10
45,12,5,8,21,20,9
45,13,15,7,19,22,3
45,14,8,17,12,4,13
45,15,9,13,24,19,11
45,16,11,16,23,15,1
45,17,4,14,22,6,13
45,18,24,3,2,21,17
46,1,9,1,16,19,4
46,2,10,17,7,13,14
46,3,5,3,6,12,18
46,4,24,21,11,22,8
46,5,2,20,23,13,19
46,6,15,24,16,10,6
46,7,8,14,1,3,23
46,8,11,10,9,5,22
46,9,12,20,18,2,15
46,10,17,6,21,1,7
46,11,19,4,14,24,5
46,12,23,22,20,12,16
46,13,7,9,18,11,2
46,14,20,4,3,17,8
46,15,13,21,2,1,5
46,16,22,23,19,18,15
46,17,6,7,11,4,12
46,18,21,13,10,3,16
47,1,6,24,22,1,2
47,2,16,10,8,19,11
47,3,17,9,12,14,21
47,4,13,8,18,20,6
47,5,7,16,2,5,23
47,6,4,15,14,21,22
47,7,18,11,17,24,20
47,8,15,12,9,3,1
47,9,20,19,10,23,7
47,10,3,18,5,4,11
47,11,19,14,12,6,24
47,12,22,2,17,10,13
47,13,16,5,3,9,15
47,14,23,12,4,24,21
47,15,1,8,13,22,7
47,16,3,6,11,23,17
47,17,14,18,9,8,10
47,18,2,20,15,7,19
48,1,18,16,2,24,13
48,2,14,6,20,10,5
48,3,17,1,19,12,8
48,4,23,9,21,18,4
48,5,5,3,24,12,10
48,6,19,15,13,8,6
48,7,9,14,7,17,23
48,8,12,13,5,2,1
48,9,20,24,22,3,9
48,10,21,19,7,18,5
48,11,8,17,15,16,14
48,12,21,11,6,9,20
48,13,22,7,3,16,12
48,14,1,10,23,13,11
48,15,6,4,20,16,17
48,16,11,21,10,15,2
48,17,24,22,1,8,18
48,18,19,2,4,14,3
49,1,10,23,8,6,2
49,2,4,3,11,7,21
49,3,9,19,16,13,12
49,4,14,15,24,20,1
49,5,18,17,5,23,22
49,6,10,20,12,4,8
49,7,1,16,3,21,6
49,8,22,11,17,2,9
49,9,5,13,14,15,23
49,10,24,19,18,7,17
49,11,20,21,14,22,12
49,12,4,5,1,11,24
49,13,6,9,2,18,3
49,14,13,7,8,11,16
49,15,15,4,19,22,10
49,16,16,24,23,21,8
49,17,3,6,13,14,18
49,18,17,5,9,1,19
50,1,16,2,11,14,20
50,2,7,1,15,12,18
50,3,24,9,4,10,13
50,4,23,1,11,18,20
50,5,21,10,15,5,6
50,6,3,23,2,8,19
50,7,22,18,17,4,16
50,8,2,12,21,19,11
50,9,1,3,10,17,15
50,10,5,24,7,16,13
50,11,1,22,6,23,14
50,12,13,21,20,2,17
50,13,10,5,22,6,7
50,14,8,12,14,9,24
50,15,11,15,22,19,3
50,16,12,6,16,17,4
50,17,19,23,24,5,21
50,18,7,8,9,20,4
51,1,12,11,6,13,9
51,2,20,7,19,1,10
51,3,2,8,4,18,15
51,4,14,22,21,3,16
51,5,17,24,23,12,5
51,6,9,2,7,6,15
51,7,13,18,19,20,3
51,8,17,21,1,10,14
51,9,11,4,5,8,23
51,10,18,16,10,24,2
51,11,21,4,13,7,1
51,12,6,22,8,9,19
51,13,15,13,17,11,24
51,14,23,10,12,2,22
51,15,4,20,5,16,14
51,16,8,17,18,15,21
51,17,12,23,3,24,7
51,18,19,14,1,9,16
52,1,19,20,4,21,23
52,2,24,3,10,6,8
52,3,14,7,12,11,18
52,4,2,5,9,23,17
52,5,16,1,24,19,20
52,6,8,17,3,14,13
52,7,4,15,9,10,12
52,8,18,1,16,11,22
52,9,7,6,2,21,5
52,10,23,13,22,15,20
52,11,10,19,14,17,11
52,12,20,12,8,1,5
52,13,9,16,21,3,2
52,14,22,8,15,7,24
52,15,6,4,18,13,12
52,16,3,9,23,7,10
52,17,14,2,24,4,1
52,18,5,18,13,22,19
53,1,21,10,6,24,17
53,2,9,7,13,14,18
53,3,15,3,5,8,11
53,4,16,12,21,6,19
53,5,2,8,17,20,7
53,6,3,14,19,11,24
53,7,23,16,18,13,10
53,8,20,22,3,12,4
53,9,17,21,8,18,16
53,10,15,6,14,1,23
53,11,12,5,22,2,21
53,12,1,19,7,4,9
53,13,10,11,20,5,6
53,14,13,2,1,23,3
53,15,5,14,15,16,4
53,16,11,24,2,9,22
53,17,7,17,12,19,23
53,18,24,13,20,15,9
54,1,13,19,24,2,14
54,2,11,20,3,21,7
54,3,15,8,12,1,10
54,4,22,9,16,17,5
54,5,4,23,18,24,6
54,6,12,11,13,22,1
54,7,2,3,17,20,15
54,8,22,7,10,14,21
54,9,6,23,11,16,8
54,10,5,1,9,10,13
54,11,6,15,4,19,2
54,12,24,18,21,9,20
54,13,8,14,19,5,12
54,14,4,17,6,3,13
54,15,1,18,23,21,15
54,16,3,16,5,20,7
54,17,17,11,4,22,8
54,18,18,12,10,16,2
55,1,11,7,1,17,24
55,2,2,16,15,8,12
55,3,10,20,23,18,19
55,4,9,21,8,4,13
55,5,1,22,20,6,17
55,6,18,5,3,10,24
55,7,7,6,14,15,11
55,8,19,9,3,12,17
55,9,4,5,16,2,1
55,10,14,22,9,23,18
55,11,21,13,8,19,3
55,12,20,10,2,11,22
55,13,12,21,6,5,14
55,14,16,15,7,13,23
55,15,14,24,22,3,4
55,16,8,2,6,7,18
55,17,23,4,11,10,9
55,18,24,12,21,20,15
56,1,21,10,19,20,16
56,2,13,15,7,12,22
56,3,11,18,19,5,17
56,4,3,24,10,6,16
56,5,23,20,9,8,14
56,6,18,11,4,12,7
