Version,Set,Item1,Item2,Item3,Item4,Item5
10,16,3,15,24,16,11
10,17,9,29,4,26,5
10,18,2,13,28,17,27
11,1,23,2,7,5,10
11,2,17,9,8,15,24
11,3,19,29,14,25,3
11,4,23,11,13,6,26
11,5,1,12,20,2,7
11,6,10,21,28,4,24
11,7,22,3,6,9,2
11,8,25,16,15,8,28
11,9,24,21,29,27,13
11,10,20,18,12,19,23
11,11,11,4,1,14,5
11,12,17,10,2,16,26
11,13,15,13,4,18,3
11,14,21,27,25,20,9
11,15,17,22,11,29,18
11,16,6,19,1,26,7
11,17,28,14,5,12,8
11,18,18,7,22,16,27
12,1,20,17,23,25,4
12,2,8,18,26,21,14
12,3,15,29,6,27,1
12,4,4,5,24,19,22
12,5,3,11,12,7,25
12,6,13,10,14,1,9
12,7,16,15,21,2,20
12,8,25,24,26,14,22
12,9,9,23,27,11,5
12,10,10,17,19,3,13
12,11,29,2,8,22,12
12,12,26,18,24,28,6
12,13,27,8,7,15,14
12,14,28,6,19,20,16
12,15,2,1,17,21,4
12,16,3,11,23,28,29
12,17,5,12,10,18,15
12,18,7,28,9,13,16
13,1,8,21,13,2,11
13,2,19,4,5,25,27
13,3,18,7,29,23,26
13,4,24,3,16,1,10
13,5,14,22,28,15,17
13,6,5,9,21,6,20
13,7,27,26,3,12,2
13,8,16,13,18,22,25
13,9,12,6,4,11,23
13,10,9,19,15,24,7
13,11,1,20,17,29,8
13,12,4,14,28,10,3
13,13,6,24,2,8,18
13,14,27,16,11,7,1
13,15,22,9,29,5,28
13,16,21,23,25,17,19
13,17,12,14,20,13,15
13,18,26,22,8,4,10
14,1,4,27,18,24,20
14,2,7,17,22,3,6
14,3,26,19,13,12,28
14,4,2,25,1,5,15
14,5,21,11,14,18,10
14,6,23,27,9,16,8
14,7,20,28,7,11,25
14,8,24,29,12,17,16
14,9,14,1,9,19,2
14,10,6,23,10,28,21
14,11,13,5,3,8,24
14,12,9,4,15,26,23
14,13,22,12,16,14,21
14,14,8,18,17,11,19
14,15,29,7,4,13,2
14,16,10,1,20,22,27
14,17,29,25,21,6,5
14,18,11,3,15,26,20
15,1,25,26,5,18,17
15,2,11,24,12,23,22
15,3,14,16,6,4,13
15,4,1,9,28,3,18
15,5,10,7,19,15,29
15,6,17,2,23,27,1
15,7,16,21,26,20,7
15,8,29,8,25,9,14
15,9,19,27,22,13,6
15,10,3,20,8,2,4
15,11,15,28,24,21,11
15,12,22,23,25,10,3
15,13,16,8,26,19,1
15,14,18,15,27,29,12
15,15,28,20,23,5,14
15,16,3,6,17,7,9
15,17,4,13,11,21,25
15,18,5,10,2,12,24
16,1,28,1,4,22,7
16,2,9,10,20,26,21
16,3,7,3,18,14,19
16,4,17,15,13,29,20
16,5,2,16,6,10,11
16,6,27,12,8,25,28
16,7,23,22,5,1,15
16,8,20,24,19,11,29
16,9,21,5,3,27,6
16,10,18,2,4,9,16
16,11,12,17,21,8,23
16,12,13,15,7,24,25
16,13,19,14,27,28,17
16,14,9,4,29,3,12
16,15,22,11,26,17,5
16,16,18,13,1,16,23
16,17,8,29,14,10,6
16,18,26,25,2,24,27
17,1,11,10,27,1,13
17,2,12,19,7,23,2
17,3,24,18,6,20,5
17,4,17,16,15,27,4
17,5,1,29,19,21,28
17,6,7,5,16,17,10
17,7,26,8,9,13,22
17,8,28,3,25,18,16
17,9,23,17,24,2,14
17,10,25,26,10,15,12
17,11,1,14,24,6,9
17,12,19,20,22,4,18
17,13,15,25,11,7,8
17,14,29,24,21,14,26
17,15,3,1,13,2,12
17,16,20,28,9,8,23
17,17,6,4,11,29,27
17,18,21,9,5,22,3
18,1,13,7,10,23,24
18,2,8,18,12,6,1
18,3,3,11,26,14,17
18,4,16,19,15,5,21
18,5,4,6,20,25,7
18,6,27,13,14,18,9
18,7,22,26,2,28,29
18,8,20,12,5,7,1
18,9,24,11,16,9,19
18,10,25,27,8,17,22
18,11,15,4,23,3,29
18,12,2,21,1,11,18
18,13,6,10,28,19,13
18,14,5,23,27,26,25
18,15,14,22,16,12,21
18,16,24,7,17,4,28
18,17,10,18,29,9,15
18,18,13,2,3,20,8
19,1,8,3,24,27,19
19,2,21,13,17,7,9
19,3,10,14,20,4,26
19,4,5,2,29,16,25
19,5,28,6,17,1,15
19,6,11,12,18,19,23
19,7,27,20,10,16,8
19,8,14,22,7,6,2
19,9,29,24,13,1,26
19,10,21,28,4,8,5
19,11,25,9,12,20,17
19,12,16,23,6,3,26
19,13,4,15,19,22,11
19,14,27,21,18,5,7
19,15,23,25,1,14,29
19,16,9,16,2,10,28
19,17,12,24,22,13,11
19,18,18,5,3,15,14
20,1,19,26,21,25,13
20,2,5,11,9,2,6
20,3,3,29,10,8,22
20,4,26,27,28,12,7
20,5,23,16,24,20,6
20,6,1,19,14,4,17
20,7,2,7,23,15,18
20,8,25,20,11,28,3
20,9,14,9,27,19,5
20,10,1,10,22,24,18
20,11,15,8,13,16,4
20,12,6,17,29,21,12
20,13,7,1,9,26,11
20,14,4,27,21,23,10
20,15,15,3,14,12,16
20,16,8,5,28,18,24
20,17,17,13,2,26,20
20,18,16,22,25,29,27
21,1,22,25,6,4,24
21,2,12,7,19,10,3
21,3,11,16,1,29,8
21,4,18,4,20,27,2
21,5,28,13,23,5,17
21,6,24,15,9,27,21
21,7,19,26,8,23,6
21,8,7,17,22,20,16
21,9,11,10,3,24,27
21,10,6,1,5,26,15
21,11,29,2,28,21,19
21,12,18,6,16,14,13
21,13,10,5,4,9,12
21,14,17,14,11,2,25
21,15,20,28,15,22,1
21,16,26,29,18,13,4
21,17,21,8,12,7,14
21,18,9,23,25,3,1
22,1,20,19,14,26,9
22,2,24,21,1,17,3
22,3,15,13,23,8,2
22,4,22,6,7,28,11
22,5,12,27,29,5,20
22,6,19,18,25,17,10
22,7,4,15,24,11,14
22,8,23,21,16,3,7
22,9,10,2,8,6,5
22,10,13,9,4,16,22
22,11,1,29,27,6,19
22,12,25,12,26,18,28
22,13,27,23,17,11,10
22,14,8,22,15,21,19
22,15,29,14,5,13,20
22,16,2,4,7,3,26
22,17,28,12,16,9,24
22,18,17,18,1,25,8
23,1,5,8,11,12,17
23,2,14,28,18,23,4
23,3,16,24,2,19,25
23,4,7,26,22,8,9
23,5,3,20,6,18,21
23,6,27,11,26,28,16
23,7,21,25,10,1,4
23,8,2,14,12,22,27
23,9,20,19,3,11,13
23,10,26,1,7,24,5
23,11,6,17,9,29,15
23,12,24,8,19,12,4
23,13,13,29,10,28,23
23,14,1,3,20,15,27
23,15,6,25,13,7,14
23,16,2,11,29,21,18
23,17,5,16,23,17,22
23,18,9,10,20,25,15
24,1,26,15,28,10,7
24,2,11,18,25,14,9
24,3,12,4,21,13,6
24,4,3,5,29,19,23
24,5,16,12,15,1,11
24,6,28,3,17,24,8
24,7,4,26,14,23,15
24,8,7,27,13,22,18
24,9,25,2,4,5,19
24,10,17,21,26,16,10
24,11,22,20,24,14,29
24,12,8,23,27,6,1
24,13,9,22,2,3,28
24,14,16,6,21,11,20
24,15,13,1,19,10,5
24,16,15,17,12,25,27
24,17,29,7,8,18,26
24,18,23,24,2,20,9
25,1,11,8,20,7,5
25,2,9,3,13,27,15
25,3,12,19,6,26,22
25,4,1,16,5,14,2
25,5,10,18,11,20,23
25,6,28,25,8,21,13
25,7,26,2,27,4,6
25,8,14,12,3,10,29
25,9,18,9,19,17,16
25,10,22,15,21,23,24
25,11,4,1,12,9,8
25,12,6,10,25,7,24
25,13,29,17,11,26,13
25,14,14,28,5,27,21
25,15,25,22,18,16,3
25,16,13,7,23,2,12
25,17,19,28,1,15,20
25,18,17,4,7,29,24
26,1,18,27,24,19,7
26,2,8,25,16,29,10
26,3,28,11,4,22,1
26,4,21,26,3,17,2
26,5,24,13,23,25,9
26,6,5,12,15,6,18
26,7,20,21,9,1,7
26,8,8,23,16,19,14
26,9,6,20,17,28,29
26,10,15,14,10,2,22
26,11,27,20,12,13,11
26,12,3,24,26,5,1
26,13,23,18,4,21,25
26,14,19,29,28,9,12
26,15,7,3,14,4,16
26,16,10,5,18,22,13
26,17,2,9,6,27,17
26,18,11,8,21,15,26
27,1,18,15,24,2,29
27,2,16,27,28,10,4
27,3,6,19,3,11,22
27,4,26,14,20,8,25
27,5,23,1,7,9,21
27,6,12,13,17,24,10
27,7,3,5,22,25,29
27,8,9,23,26,8,27
27,9,7,4,5,11,19
27,10,15,6,14,13,28
27,11,20,2,1,12,18
27,12,22,29,9,4,21
27,13,2,16,15,25,7
27,14,17,28,18,5,3
27,15,22,26,11,23,12
27,16,24,6,13,16,8
27,17,29,7,27,1,14
27,18,10,21,19,20,17
28,1,4,20,29,7,23
28,2,1,11,25,13,2
28,3,27,21,14,24,3
28,4,7,18,6,10,9
28,5,1,15,22,17,19
28,6,20,16,26,24,5
28,7,23,25,19,6,28
28,8,8,3,10,2,11
28,9,13,29,21,12,16
28,10,14,24,23,28,17
28,11,16,19,10,26,1
28,12,27,7,22,8,28
28,13,25,17,12,3,4
28,14,5,9,18,15,26
28,15,19,2,13,3,6
28,16,4,22,8,18,20
28,17,5,14,9,12,11
28,18,21,27,2,29,15
29,1,12,23,25,22,20
29,2,11,6,24,9,29
29,3,21,1,17,14,8
29,4,18,13,27,26,3
29,5,28,10,5,7,2
29,6,15,4,16,23,19
29,7,14,22,11,27,25
29,8,24,12,28,21,18
29,9,29,9,3,16,1
29,10,10,5,8,6,15
29,11,19,28,20,7,13
29,12,26,17,4,2,24
29,13,23,11,29,18,10
29,14,13,25,1,21,22
29,15,12,26,2,19,14
29,16,3,8,6,4,9
29,17,17,20,27,5,16
29,18,25,19,7,15,24
30,1,29,14,10,20,26
30,2,9,25,2,28,21
30,3,5,29,13,8,23
30,4,26,6,21,11,17
30,5,10,24,20,27,4
30,6,9,17,19,13,18
30,7,3,28,15,16,12
30,8,6,19,25,29,27
30,9,24,1,3,23,22
30,10,16,7,11,18,14
30,11,25,4,5,28,26
30,12,2,24,18,1,8
30,13,15,13,14,4,7
30,14,22,10,12,1,6
30,15,2,3,23,20,27
30,16,19,5,22,8,21
30,17,11,9,28,10,15
30,18,7,12,17,6,16
31,1,27,19,26,21,10
31,2,28,11,29,4,1
31,3,7,5,3,12,25
31,4,22,15,9,17,20
31,5,8,10,24,13,2
31,6,14,16,18,23,6
31,7,19,26,24,29,12
31,8,13,21,5,15,11
31,9,17,27,7,9,23
31,10,4,22,2,16,26
31,11,20,6,1,14,28
31,12,11,23,7,19,2
31,13,18,8,15,25,3
31,14,9,2,14,5,22
31,15,1,17,4,3,13
31,16,21,18,6,12,20
31,17,29,7,8,28,10
31,18,25,11,16,24,27
32,1,12,15,8,14,19
32,2,5,21,16,7,1
32,3,20,29,25,22,17
32,4,18,4,3,19,11
32,5,26,9,12,27,13
32,6,10,2,6,4,21
32,7,17,23,29,15,5
32,8,24,27,22,18,28
32,9,8,16,19,20,9
32,10,6,1,26,25,3
32,11,28,12,23,2,5
32,12,4,8,11,17,27
32,13,3,14,21,24,7
32,14,1,10,17,12,18
32,15,2,28,13,29,16
32,16,23,22,10,11,7
32,17,15,26,20,24,6
32,18,13,14,9,10,25
33,1,14,20,13,6,22
33,2,18,26,28,3,29
33,3,5,27,6,1,23
33,4,9,12,24,8,4
33,5,29,10,19,11,25
33,6,22,21,15,26,23
33,7,16,3,20,17,2
33,8,15,7,27,1,12
33,9,10,24,4,5,16
33,10,14,2,17,8,11
33,11,21,13,9,19,18
33,12,6,25,28,7,8
33,13,16,3,10,23,12
33,14,27,18,5,22,29
33,15,28,11,1,9,24
33,16,21,20,25,2,15
33,17,19,17,7,26,14
33,18,23,4,1,20,13
34,1,27,1,19,10,28
34,2,3,29,14,21,24
34,3,7,5,11,13,20
34,4,17,4,18,15,6
34,5,25,28,2,23,12
34,6,9,26,8,22,10
34,7,1,18,2,29,7
34,8,8,13,27,16,21
34,9,24,23,22,6,19
34,10,5,9,4,25,14
34,11,26,11,12,3,20
34,12,13,15,10,24,17
34,13,2,8,23,9,6
34,14,28,14,15,27,3
34,15,1,16,18,25,26
34,16,12,22,21,7,4
34,17,20,19,17,28,5
34,18,11,6,16,29,15
35,1,24,20,8,14,1
35,2,6,3,29,5,9
35,3,17,15,7,22,2
35,4,14,10,23,18,21
35,5,12,9,27,15,16
35,6,26,24,5,25,17
35,7,4,21,28,11,29
35,8,3,7,9,10,20
35,9,13,28,26,16,22
35,10,4,5,1,19,12
35,11,11,6,14,26,23
35,12,20,18,13,28,8
35,13,2,19,3,4,27
35,14,25,12,29,8,24
35,15,23,1,16,17,21
35,16,10,2,11,5,22
35,17,27,25,6,13,7
35,18,15,19,22,3,18
36,1,29,26,7,2,13
36,2,14,10,20,4,25
36,3,16,22,24,9,19
36,4,18,5,6,21,26
36,5,8,17,29,27,3
36,6,15,23,26,28,4
36,7,10,27,22,12,1
36,8,7,24,9,21,11
36,9,6,16,17,14,28
36,10,18,29,12,20,2
36,11,19,25,21,23,8
36,12,3,13,15,1,11
36,13,27,14,24,2,5
36,14,22,12,28,6,9
36,15,7,8,16,18,4
36,16,19,3,20,13,23
36,17,11,17,25,1,9
36,18,21,15,3,5,10
37,1,9,27,23,26,18
37,2,8,13,5,17,22
37,3,2,14,1,19,29
37,4,28,21,25,7,27
37,5,17,4,10,12,6
37,6,24,18,27,11,20
37,7,28,22,14,21,3
37,8,9,29,4,15,13
37,9,1,11,16,26,8
37,10,21,20,19,6,2
37,11,5,23,24,29,28
37,12,22,7,26,3,10
37,13,12,17,18,13,14
37,14,20,24,15,16,25
37,15,4,8,6,27,3
37,16,16,9,2,7,5
37,17,23,1,8,10,15
37,18,25,4,12,19,11
38,1,17,28,15,18,24
38,2,14,25,29,22,16
38,3,4,21,11,23,12
38,4,10,2,28,1,9
38,5,8,7,18,17,19
38,6,15,27,5,20,26
38,7,13,16,3,25,23
38,8,29,6,7,24,10
38,9,18,5,4,14,1
38,10,26,3,21,9,17
38,11,27,28,11,16,19
38,12,12,20,8,29,26
38,13,2,22,13,6,24
38,14,7,19,12,15,14
38,15,21,2,25,10,27
38,16,6,11,13,3,5
38,17,1,8,20,22,4
38,18,23,6,9,18,25
39,1,5,9,10,20,19
39,2,26,2,4,28,8
39,3,24,13,1,12,21
39,4,6,10,18,17,16
39,5,25,29,9,4,15
39,6,19,26,3,24,7
39,7,14,10,22,27,13
39,8,21,15,8,11,29
39,9,25,6,26,1,5
39,10,22,18,11,2,17
39,11,20,24,23,9,14
39,12,3,12,19,13,28
39,13,7,1,16,15,6
39,14,29,23,17,22,27
39,15,20,16,21,28,18
39,16,11,25,14,8,3
39,17,16,12,2,5,24
39,18,13,7,27,23,4
40,1,10,20,7,25,29
40,2,5,18,15,2,8
40,3,12,21,22,6,11
40,4,26,13,10,17,14
40,5,19,29,24,16,4
40,6,28,27,25,9,26
40,7,2,3,12,14,23
40,8,16,19,21,8,5
40,9,13,15,24,11,28
40,10,3,9,17,1,22
40,11,4,14,27,6,18
40,12,1,7,29,23,20
40,13,15,16,26,12,10
40,14,2,1,19,21,13
40,15,22,24,3,18,25
40,16,28,5,4,7,9
40,17,27,11,2,20,17
40,18,8,23,6,29,19
41,1,7,8,5,22,12
41,2,9,14,18,26,11
41,3,29,15,27,19,1
41,4,16,17,28,20,7
41,5,13,25,14,8,2
41,6,21,4,10,24,3
41,7,26,15,22,2,6
41,8,1,28,23,5,25
41,9,11,10,19,14,7
41,10,17,29,9,12,21
41,11,4,13,26,27,16
41,12,3,20,28,6,8
41,13,18,19,23,24,17
41,14,11,22,5,14,16
41,15,27,12,20,4,2
41,16,23,18,25,10,15
41,17,24,26,1,21,6
41,18,9,16,13,3,29
42,1,8,27,5,10,24
42,2,6,9,2,16,23
42,3,20,4,14,21,22
42,4,23,17,11,5,26
42,5,10,8,16,3,1
42,6,29,5,6,13,12
42,7,19,22,8,9,27
42,8,18,3,15,7,20
42,9,17,24,2,25,4
42,10,22,26,29,10,28
42,11,27,16,21,15,14
42,12,12,19,13,18,25
42,13,5,11,7,1,3
42,14,15,28,12,8,17
42,15,23,21,4,13,9
42,16,25,6,11,20,10
42,17,24,2,26,19,7
42,18,14,29,1,28,18
43,1,9,18,12,26,1
43,2,7,25,16,23,17
43,3,4,6,28,19,3
43,4,11,27,21,2,29
43,5,15,8,24,14,9
43,6,20,1,4,22,16
43,7,10,17,19,5,14
43,8,13,18,8,7,21
43,9,22,25,1,28,2
43,10,3,26,27,29,5
43,11,24,13,20,15,22
43,12,2,10,18,4,9
43,13,14,23,3,12,7
43,14,8,24,6,11,13
43,15,25,21,20,26,19
43,16,18,5,29,16,22
43,17,6,1,17,27,15
43,18,28,23,10,11,12
44,1,18,11,16,25,12
44,2,5,28,4,17,13
44,3,23,8,14,29,26
44,4,7,22,9,6,19
44,5,15,3,17,2,11
44,6,12,20,23,24,27
44,7,1,13,21,14,10
44,8,29,4,25,5,15
44,9,16,2,3,1,24
44,10,21,9,5,28,20
44,11,26,22,15,13,23
44,12,8,7,1,18,27
44,13,17,16,29,21,6
44,14,19,9,11,4,26
44,15,10,12,20,3,8
44,16,6,14,7,24,28
44,17,19,10,2,15,18
44,18,17,27,22,25,24
45,1,2,22,7,8,23
45,2,1,29,9,24,11
45,3,26,14,16,12,4
45,4,13,17,8,19,20
45,5,21,28,23,10,27
45,6,15,6,18,5,29
45,7,20,14,26,1,25
45,8,16,11,22,28,8
45,9,12,2,10,17,6
45,10,3,4,24,18,21
45,11,25,9,7,27,13
45,12,5,23,19,11,15
45,13,24,1,12,13,10
45,14,29,3,17,9,20
45,15,27,5,19,16,14
45,16,22,7,15,4,21
45,17,28,26,13,18,2
45,18,6,12,25,3,5
46,1,8,21,28,25,19
46,2,4,11,27,6,18
46,3,9,15,14,20,2
46,4,22,19,23,29,3
46,5,12,7,17,21,26
46,6,13,20,5,11,16
46,7,25,15,6,4,8
46,8,19,18,1,22,23
46,9,27,3,12,15,28
46,10,16,13,4,23,10
46,11,5,24,21,2,1
46,12,11,29,13,7,25
46,13,23,6,24,14,28
46,14,9,5,22,27,12
46,15,10,20,18,26,24
46,16,14,17,29,4,1
46,17,26,8,10,9,16
46,18,3,2,28,7,17
47,1,14,29,2,27,13
47,2,18,25,3,22,16
47,3,20,21,15,23,11
47,4,1,4,26,19,28
47,5,7,12,9,10,29
47,6,5,24,27,8,17
47,7,2,19,6,16,20
47,8,11,28,18,9,14
47,9,17,25,21,10,22
47,10,24,7,12,26,15
47,11,2,23,8,3,4
47,12,13,1,20,5,6
47,13,29,16,8,12,18
47,14,28,10,25,24,5
47,15,15,19,13,17,9
47,16,21,3,14,22,6
47,17,1,27,11,26,23
47,18,4,5,7,20,18
48,1,29,20,26,21,2
48,2,19,14,25,12,15
48,3,22,4,17,11,24
48,4,16,6,9,27,7
48,5,14,26,3,5,13
48,6,20,23,29,28,22
48,7,21,12,1,9,8
48,8,4,24,15,16,10
48,9,18,13,28,23,5
48,10,3,26,2,25,9
48,11,24,10,19,29,6
48,12,8,11,14,1,7
48,13,12,22,27,13,20
48,14,17,21,16,18,23
48,15,19,28,10,3,27
48,16,25,1,5,15,21
48,17,6,8,4,17,26
48,18,7,18,11,2,27
49,1,3,15,10,28,11
49,2,9,24,23,14,17
49,3,22,26,13,29,4
49,4,8,20,7,6,25
49,5,27,21,17,19,1
49,6,28,16,12,2,11
49,7,18,5,4,9,3
49,8,6,2,22,10,1
49,9,24,29,27,25,12
49,10,21,8,5,23,26
49,11,11,9,6,13,3
49,12,15,16,14,20,19
49,13,10,13,18,7,21
49,14,26,17,29,19,25
49,15,28,15,22,8,9
49,16,23,18,20,1,12
49,17,5,14,2,4,29
49,18,26,27,24,7,16
50,1,1,17,28,7,14
50,2,20,3,10,27,8
50,3,12,11,19,17,22
50,4,2,6,15,18,26
50,5,9,25,13,16,23
50,6,14,22,5,3,7
50,7,11,18,8,24,29
50,8,10,27,9,21,14
50,9,24,19,20,28,4
50,10,1,13,25,8,2
50,11,5,27,6,26,18
50,12,20,29,16,3,17
50,13,23,7,24,15,13
50,14,2,9,19,12,5
50,15,4,23,25,14,10
50,16,16,28,26,11,21
50,17,27,4,1,29,15
50,18,6,12,21,22,24
51,1,17,15,11,27,5
51,2,13,8,18,19,14
51,3,23,2,21,24,3
51,4,29,10,4,7,11
51,5,25,16,15,9,1
51,6,12,14,28,13,6
51,7,10,17,26,5,22
51,8,25,24,20,11,9
51,9,29,21,8,4,12
51,10,18,7,23,22,27
51,11,15,1,3,26,19
51,12,17,4,2,20,13
51,13,16,28,29,6,23
51,14,14,11,12,2,25
51,15,26,23,5,8,10
51,16,27,19,22,18,28
51,17,7,6,9,20,21
51,18,8,3,24,1,16
52,1,9,19,10,2,29
52,2,13,22,26,11,24
52,3,7,4,3,25,28
52,4,6,5,16,21,27
52,5,17,18,1,8,9
52,6,23,26,15,12,20
52,7,13,10,17,16,7
52,8,4,6,11,23,19
52,9,27,20,14,18,3
52,10,26,1,29,22,25
52,11,21,2,28,15,8
52,12,19,12,7,5,24
52,13,3,9,23,6,17
52,14,11,20,22,10,15
52,15,24,21,14,29,18
52,16,12,13,27,1,4
52,17,28,25,20,17,5
52,18,22,8,16,14,2
53,1,18,25,6,1,10
53,2,7,28,2,29,15
53,3,22,16,4,12,9
53,4,25,27,19,8,11
53,5,20,15,6,14,1
53,6,19,21,24,13,28
53,7,3,17,12,26,14
53,8,27,2,9,23,24
53,9,10,5,8,4,20
53,10,29,11,13,3,21
53,11,28,1,7,23,26
53,12,5,12,19,16,18
53,13,2,22,21,10,17
53,14,9,24,18,28,4
53,15,8,29,23,14,16
53,16,15,6,17,27,13
53,17,1,3,5,11,7
53,18,21,26,25,20,22
54,1,4,7,27,26,2
54,2,11,18,12,17,8
54,3,15,5,22,21,14
54,4,28,9,1,10,29
54,5,3,23,27,24,20
54,6,17,14,6,19,7
54,7,16,11,20,2,1
54,8,5,26,13,9,18
54,9,7,15,29,25,12
54,10,4,23,17,21,16
54,11,8,24,28,22,6
54,12,19,14,4,27,10
54,13,2,1,23,5,12
54,14,21,9,8,15,3
54,15,29,10,18,6,13
54,16,14,25,11,24,26
54,17,22,28,7,20,9
54,18,16,25,3,13,19
55,1,26,6,2,9,19
55,2,12,7,21,18,20
55,3,26,13,8,28,27
55,4,18,22,3,19,29
55,5,23,2,4,25,6
55,6,10,16,26,24,15
55,7,17,5,7,29,8
55,8,14,20,9,11,28
55,9,3,4,15,6,18
55,10,25,1,24,17,5
55,11,11,12,10,3,23
55,12,9,8,14,27,21
55,13,13,2,1,4,22
55,14,20,29,19,23,5
55,15,21,27,25,16,11
55,16,12,17,15,28,13
55,17,1,19,10,7,16
55,18,6,22,24,12,14
56,1,20,19,1,24,4
56,2,14,10,25,18,2
56,3,1,29,11,6,27
56,4,28,16,5,13,24
56,5,19,3,12,26,21
56,6,7,9,11,15,4
