Version	Set	Item1	Item2	Item3	Item4	Item5
10	11	27	6	26	22	16
10	12	1	11	20	12	18
10	13	23	8	14	26	9
10	14	3	28	4	25	19
10	15	20	2	21	13	27
10	16	18	10	6	17	26
10	17	14	24	9	7	5
11	1	15	12	18	16	14
11	2	20	24	6	23	19
11	3	4	3	17	9	22
11	4	13	11	12	1	7
11	5	21	5	10	25	27
11	6	8	16	19	28	26
11	7	24	13	15	3	2
11	8	11	20	4	14	8
11	9	10	21	28	24	17
11	10	22	23	25	13	7
11	11	2	17	5	27	16
11	12	9	15	1	6	3
11	13	18	19	7	4	21
11	14	25	8	26	20	17
11	15	28	14	2	6	10
11	16	27	18	9	12	23
11	17	5	22	26	1	11
12	1	6	12	22	5	28
12	2	23	10	4	15	1
12	3	17	7	24	27	3
12	4	26	13	14	5	25
12	5	19	9	10	2	8
12	6	23	20	21	11	15
12	7	25	18	12	6	24
12	8	7	27	8	22	14
12	9	16	9	17	21	11
12	10	12	26	3	10	20
12	11	15	7	28	2	6
12	12	18	1	8	3	13
12	13	14	22	19	16	24
12	14	13	12	27	4	21
12	15	2	28	23	26	11
12	16	1	16	25	20	9
12	17	17	4	5	18	19
13	1	20	15	14	10	17
13	2	19	3	6	7	26
13	3	27	24	1	28	4
13	4	13	11	9	16	10
13	5	6	5	19	23	21
13	6	7	17	15	12	25
13	7	3	2	22	18	20
13	8	24	21	13	8	12
13	9	10	23	16	18	27
13	10	4	14	1	22	8
13	11	26	12	2	9	5
13	12	11	4	6	25	28
13	13	9	19	20	27	15
13	14	22	1	23	26	24
13	15	28	8	17	13	3
13	16	16	25	21	14	2
13	17	5	11	7	1	18
14	1	15	27	5	4	26
14	2	19	2	11	24	22
14	3	9	6	23	14	13
14	4	8	21	3	7	16
14	5	12	28	18	4	20
14	6	17	8	27	6	2
14	7	14	15	22	11	3
14	8	1	10	12	19	25
14	9	16	27	26	13	6
14	10	28	22	18	21	9
14	11	5	20	24	10	11
14	12	1	7	16	17	23
14	13	4	5	2	12	13
14	14	23	3	25	8	9
14	15	21	26	24	15	18
14	16	17	14	28	1	19
14	17	25	20	10	22	7
15	1	16	12	4	7	28
15	2	26	17	13	19	22
15	3	18	2	15	25	1
15	4	27	23	8	14	10
15	5	3	6	20	5	21
15	6	11	24	7	9	4
15	7	22	13	15	10	16
15	8	20	9	26	28	1
15	9	5	25	17	21	23
15	10	24	18	14	3	27
15	11	12	19	8	11	6
15	12	2	4	3	23	20
15	13	7	6	9	15	22
15	14	13	25	11	28	27
15	15	10	16	19	18	5
15	16	8	1	21	2	24
15	17	6	26	12	17	14
16	1	1	3	27	9	12
16	2	23	11	18	7	13
16	3	8	10	5	22	28
16	4	4	14	19	20	21
16	5	25	17	6	24	9
16	6	11	16	8	15	26
16	7	2	27	20	14	7
16	8	22	28	24	12	23
16	9	3	10	19	26	25
16	10	6	5	4	1	16
16	11	9	21	2	13	18
16	12	27	22	3	17	11
16	13	19	4	25	15	23
16	14	18	20	28	8	16
16	15	14	26	21	5	7
16	16	10	15	17	2	12
16	17	24	20	13	6	1
17	1	13	24	9	4	19
17	2	7	21	10	27	6
17	3	18	8	26	4	17
17	4	28	9	5	3	15
17	5	12	23	1	11	14
17	6	6	4	10	22	8
17	7	20	3	16	25	17
17	8	22	13	14	21	2
17	9	15	7	27	19	5
17	10	26	23	18	24	6
17	11	2	12	20	16	10
17	12	21	1	11	28	25
17	13	8	15	23	20	13
17	14	11	9	27	16	14
17	15	28	19	7	2	3
17	16	26	25	22	24	12
17	17	5	18	17	1	10
18	1	5	8	15	12	9
18	2	7	10	17	24	13
18	3	14	11	6	3	18
18	4	27	23	22	4	21
18	5	1	26	16	15	28
18	6	3	10	12	21	8
18	7	24	2	11	17	4
18	8	9	1	25	14	7
18	9	19	16	3	23	5
18	10	15	6	11	21	20
18	11	25	27	28	8	24
18	12	19	18	9	26	22
18	13	20	5	14	13	25
18	14	4	2	23	10	26
18	15	12	7	13	27	18
18	16	17	28	21	20	19
18	17	16	22	1	6	2
19	1	13	9	21	10	28
19	2	16	18	7	8	17
19	3	4	14	24	3	15
19	4	13	12	19	27	1
19	5	20	17	9	23	22
19	6	25	5	2	18	6
19	7	7	8	23	19	11
19	8	21	16	4	26	3
19	9	22	24	20	5	27
19	10	23	14	10	11	28
19	11	8	25	2	9	4
19	12	6	20	26	7	12
19	13	1	13	24	16	21
19	14	18	19	15	28	22
19	15	3	17	5	12	1
19	16	10	24	14	25	6
19	17	2	15	27	11	26
20	1	24	12	14	19	2
20	2	3	26	28	13	7
20	3	9	11	18	10	4
20	4	23	6	16	25	27
20	5	15	17	1	20	19
20	6	13	22	8	5	11
20	7	28	18	12	23	24
20	8	21	27	3	26	10
20	9	5	4	7	1	14
20	10	12	25	22	16	9
20	11	27	28	8	2	20
20	12	17	21	6	18	15
20	13	19	3	13	25	11
20	14	26	20	24	9	5
20	15	10	7	15	2	23
20	16	14	13	4	17	16
20	17	21	1	6	22	8
21	1	22	3	28	24	15
21	2	14	2	18	27	26
21	3	9	17	7	21	23
21	4	11	16	4	20	12
21	5	8	19	10	24	1
21	6	2	13	16	6	9
21	7	1	27	22	18	3
21	8	15	5	13	14	8
21	9	27	9	11	19	17
21	10	26	23	21	13	25
21	11	4	19	22	7	6
21	12	28	14	20	18	10
21	13	16	21	19	12	5
21	14	25	15	17	4	24
21	15	11	1	10	26	23
21	16	6	28	2	5	3
21	17	12	8	25	20	7
22	1	17	12	23	28	5
22	2	20	4	1	9	27
22	3	18	24	11	8	16
22	4	10	2	13	22	17
22	5	19	25	28	14	21
22	6	12	15	3	6	9
22	7	25	22	26	27	4
22	8	24	7	5	23	3
22	9	8	26	9	17	14
22	10	15	10	27	19	16
22	11	7	21	18	1	2
22	12	20	26	6	11	13
22	13	1	14	23	16	24
22	14	5	10	4	3	18
22	15	7	28	25	15	13
22	16	21	11	12	22	20
22	17	23	6	2	8	19
23	1	3	7	16	11	2
23	2	10	1	26	12	22
23	3	6	4	27	8	28
23	4	24	19	9	20	18
23	5	22	23	7	15	14
23	6	17	11	5	2	27
23	7	16	8	15	4	21
23	8	13	25	1	23	3
23	9	11	20	28	7	26
23	10	4	24	21	27	12
23	11	18	13	19	10	25
23	12	14	3	20	6	17
23	13	28	22	16	5	9
23	14	26	19	12	13	8
23	15	23	18	14	1	15
23	16	21	24	25	17	2
23	17	9	5	7	6	10
24	1	20	23	3	21	8
24	2	14	6	12	10	4
24	3	15	9	25	1	11
24	4	7	16	24	22	19
24	5	23	18	5	13	27
24	6	1	28	4	26	17
24	7	3	11	10	24	8
24	8	27	21	19	9	14
24	9	12	6	15	28	13
24	10	18	16	22	25	20
24	11	2	5	1	7	26
24	12	6	27	17	28	16
24	13	13	9	2	3	4
24	14	5	15	24	21	11
24	15	26	12	18	25	14
24	16	2	22	8	19	23
24	17	10	20	17	4	7
25	1	12	4	9	2	23
25	2	22	1	13	11	28
25	3	17	16	26	3	19
25	4	27	24	6	23	20
25	5	4	5	14	22	15
25	6	9	18	8	17	7
25	7	16	13	27	15	10
25	8	19	25	4	20	5
25	9	11	17	13	14	12
25	10	25	10	3	28	21
25	11	26	2	20	15	24
25	12	8	1	11	25	6
25	13	24	7	3	12	18
25	14	10	26	21	9	22
25	15	28	14	23	16	2
25	16	7	8	27	5	1
25	17	19	21	6	18	11
26	1	14	3	1	19	20
26	2	4	11	28	9	24
26	3	15	8	17	10	6
26	4	3	27	2	12	25
26	5	17	9	22	23	5
26	6	20	13	16	4	18
26	7	25	5	7	26	21
26	8	23	19	10	11	27
26	9	16	6	24	13	1
26	10	28	7	15	2	21
26	11	8	22	14	5	12
26	12	6	4	23	18	26
26	13	9	27	25	7	16
26	14	1	28	19	12	10
26	15	18	17	11	3	22
26	16	13	26	2	24	14
26	17	21	15	8	27	20
27	1	7	14	9	6	3
27	2	22	4	25	17	19
27	3	24	20	5	10	13
27	4	23	12	21	16	11
27	5	18	27	26	8	28
27	6	3	2	4	15	1
27	7	6	10	20	22	7
27	8	2	13	19	8	9
27	9	11	10	16	14	25
27	10	12	17	27	21	1
27	11	5	24	18	28	9
27	12	15	26	7	11	19
27	13	22	3	13	21	4
27	14	28	6	14	25	23
27	15	2	20	5	1	18
27	16	16	3	12	26	8
27	17	27	23	24	17	15
28	1	9	7	26	15	12
28	2	24	8	11	4	2
28	3	3	20	28	23	9
28	4	5	19	6	21	16
28	5	25	1	9	2	10
28	6	13	22	14	27	17
28	7	8	15	18	3	25
28	8	10	7	4	24	16
28	9	27	11	12	5	28
28	10	17	23	26	19	13
28	11	21	14	20	7	8
28	12	19	25	22	27	24
28	13	4	21	17	18	6
28	14	1	16	28	14	26
28	15	11	10	23	5	3
28	16	20	12	15	13	7
28	17	22	18	1	6	2
29	1	28	2	10	19	21
29	2	7	13	24	11	6
29	3	15	27	23	1	4
29	4	14	9	10	12	18
29	5	20	16	22	26	3
29	6	2	8	17	25	5
29	7	13	23	18	28	7
29	8	12	6	27	14	3
29	9	24	21	1	9	26
29	10	4	19	16	5	8
29	11	6	11	25	20	15
29	12	17	28	7	24	22
29	13	14	15	21	13	5
29	14	19	18	20	9	27
29	15	23	22	8	1	12
29	16	26	2	11	4	25
29	17	10	17	3	16	15
30	1	4	24	12	8	14
30	2	16	2	21	23	20
30	3	9	1	3	13	17
30	4	26	15	5	6	19
30	5	27	28	8	7	10
30	6	11	5	16	18	14
30	7	21	28	13	22	4
30	8	1	25	12	17	20
30	9	24	14	2	3	19
30	10	18	9	15	22	11
30	11	25	4	23	7	28
30	12	11	26	21	17	27
30	13	8	6	9	16	13
30	14	1	12	19	10	7
30	15	15	24	18	20	23
30	16	27	10	26	2	22
30	17	5	3	6	25	24
31	1	13	18	2	12	23
31	2	9	14	15	4	19
31	3	7	1	11	27	3
31	4	26	5	6	23	22
31	5	28	8	17	20	24
31	6	25	23	9	10	21
31	7	17	19	7	16	18
31	8	5	13	27	6	9
31	9	20	4	14	10	26
31	10	22	7	2	11	12
31	11	3	21	13	1	8
31	12	25	16	24	15	27
31	13	19	3	28	4	6
31	14	2	20	14	11	17
31	15	8	25	10	26	18
31	16	12	9	22	21	24
31	17	16	15	1	28	5
32	1	13	25	22	15	10
32	2	24	1	6	2	28
32	3	4	12	17	5	11
32	4	23	26	3	19	13
32	5	6	22	20	9	16
32	6	14	27	21	18	7
32	7	10	6	8	17	23
32	8	12	11	25	19	28
32	9	27	24	3	18	4
32	10	15	22	8	14	1
32	11	20	26	5	24	10
32	12	16	12	27	2	15
32	13	18	7	4	1	25
32	14	28	21	26	14	9
32	15	22	5	7	3	2
32	16	21	20	19	13	17
32	17	9	16	11	8	23
33	1	18	12	21	15	6
33	2	1	4	20	23	27
33	3	26	11	8	24	13
33	4	6	19	17	7	14
33	5	5	28	10	9	2
33	6	23	8	7	21	22
33	7	10	13	4	16	27
33	8	5	28	12	20	25
33	9	2	17	9	3	15
33	10	19	18	11	1	26
33	11	14	3	25	22	16
33	12	21	9	24	6	1
33	13	8	4	5	20	11
33	14	2	27	13	25	14
33	15	24	23	15	12	19
33	16	3	10	28	18	22
33	17	7	17	16	26	25
34	1	11	13	15	28	20
34	2	1	14	10	17	24
34	3	12	6	3	26	4
34	4	25	5	23	27	21
34	5	18	2	19	16	8
34	6	4	22	20	7	9
34	7	21	10	6	11	14
34	8	17	1	18	13	5
34	9	28	3	26	8	27
34	10	10	2	21	4	15
34	11	7	24	16	25	13
34	12	17	18	23	3	12
34	13	22	27	20	6	2
34	14	19	25	9	12	8
34	15	23	14	1	28	16
34	16	15	7	5	9	26
34	17	27	11	24	22	19
35	1	6	17	12	28	10
35	2	16	9	22	11	3
35	3	5	1	19	14	20
35	4	8	23	2	24	7
35	5	15	25	18	6	26
35	6	4	16	13	22	12
35	7	14	27	24	5	17
35	8	20	3	19	2	13
35	9	23	26	28	25	4
35	10	22	15	1	8	21
35	11	11	9	27	10	18
35	12	26	21	2	16	17
35	13	7	19	4	27	6
35	14	9	20	25	3	1
35	15	13	8	14	18	28
35	16	12	10	15	23	5
35	17	3	24	7	21	11
36	1	3	14	10	7	25
36	2	13	12	26	24	9
36	3	19	21	18	5	22
36	4	6	2	11	1	25
36	5	28	14	17	15	4
36	6	10	20	8	27	12
36	7	13	5	6	23	3
36	8	11	17	2	9	15
36	9	18	4	28	24	1
36	10	20	7	12	21	16
36	11	26	8	25	17	22
36	12	14	11	27	9	4
36	13	24	23	16	19	10
36	14	1	13	27	26	7
36	15	21	15	3	19	28
36	16	8	16	5	2	6
36	17	18	22	14	20	23
37	1	12	18	28	16	2
37	2	9	25	6	19	21
37	3	14	8	24	3	26
37	4	22	17	23	28	11
37	5	4	10	1	13	5
37	6	27	28	9	26	20
37	7	6	18	13	7	15
37	8	25	22	5	27	24
37	9	16	1	4	21	17
37	10	3	15	20	10	11
37	11	19	12	22	14	2
37	12	5	9	23	8	7
37	13	24	6	10	1	16
37	14	8	11	25	4	18
37	15	2	23	13	14	21
37	16	27	26	1	3	15
37	17	17	19	7	12	20
38	1	16	3	18	14	5
38	2	21	20	2	25	24
38	3	26	19	1	11	23
38	4	28	13	22	8	10
38	5	9	24	4	6	14
38	6	15	26	20	23	16
38	7	10	7	27	2	18
38	8	19	15	8	4	22
38	9	17	24	12	13	9
38	10	11	5	21	28	27
38	11	7	23	14	15	25
38	12	20	6	26	22	1
38	13	8	21	17	18	3
38	14	25	16	11	12	13
38	15	2	28	9	5	19
38	16	23	27	17	10	6
38	17	1	4	3	7	12
39	1	6	1	12	9	8
39	2	26	4	5	11	14
39	3	15	9	16	24	28
39	4	27	13	19	20	18
39	5	21	2	10	4	26
39	6	23	3	9	17	25
39	7	7	11	6	22	28
39	8	3	16	8	10	19
39	9	18	12	24	21	5
39	10	1	14	15	13	7
39	11	2	25	20	8	27
39	12	22	28	4	23	3
39	13	10	26	18	19	9
39	14	11	6	13	2	17
39	15	20	7	21	24	23
39	16	25	5	15	1	22
39	17	17	27	14	16	12
40	1	9	10	3	23	11
40	2	12	2	28	26	7
40	3	4	20	5	17	8
40	4	27	19	23	6	13
40	5	14	11	21	22	10
40	6	25	2	1	18	9
40	7	13	3	12	5	21
40	8	28	17	19	15	1
40	9	16	9	7	20	4
40	10	14	8	15	6	27
40	11	24	22	26	3	2
40	12	4	25	23	12	19
40	13	24	18	16	15	11
40	14	10	13	14	26	20
40	15	18	17	22	27	1
40	16	16	21	25	28	6
40	17	5	8	11	7	24
41	1	3	6	20	4	18
41	2	22	16	26	5	17
41	3	1	23	2	21	8
41	4	7	24	28	27	3
41	5	15	4	13	25	10
41	6	6	26	11	18	12
41	7	19	5	9	14	2
41	8	21	27	3	1	16
41	9	20	28	9	8	13
41	10	22	24	18	12	25
41	11	26	21	4	2	15
41	12	23	14	16	6	28
41	13	19	7	25	11	17
41	14	9	15	27	18	23
41	15	5	22	10	13	7
41	16	11	12	8	20	14
41	17	17	10	19	1	24
42	1	21	18	7	17	6
42	2	23	20	1	11	13
42	3	19	2	22	24	14
42	4	28	26	17	25	5
42	5	3	12	6	10	15
42	6	16	1	7	9	20
42	7	18	4	5	2	23
42	8	24	8	6	25	10
42	9	16	19	27	28	26
42	10	9	17	22	13	21
42	11	14	11	7	15	3
42	12	12	27	8	4	21
42	13	2	1	11	10	28
42	14	8	13	24	16	18
42	15	5	20	15	19	3
42	16	27	22	25	23	12
42	17	13	14	26	9	4
43	1	25	7	10	9	27
43	2	12	16	13	5	23
43	3	15	28	24	17	4
43	4	22	1	8	7	26
43	5	13	25	3	20	2
43	6	26	5	24	27	6
43	7	1	3	23	11	9
43	8	25	21	14	26	18
43	9	7	19	16	4	11
43	10	6	15	2	22	12
43	11	17	23	20	10	24
43	12	28	13	19	3	8
43	13	10	21	5	14	1
43	14	20	18	28	16	22
43	15	8	2	17	15	27
43	16	11	6	4	19	21
43	17	28	9	18	12	14
44	1	11	17	9	24	20
44	2	27	23	13	7	26
44	3	14	12	19	1	24
44	4	6	20	21	28	25
44	5	5	16	15	8	11
44	6	4	22	18	23	10
44	7	13	14	1	25	17
44	8	4	9	2	5	16
44	9	6	10	12	26	20
44	10	3	27	22	21	11
44	11	7	19	10	8	16
44	12	15	18	28	24	5
44	13	12	3	17	2	7
44	14	21	15	13	22	9
44	15	23	25	26	18	19
44	16	8	6	3	1	4
44	17	2	28	14	20	27
45	1	20	15	22	19	6
45	2	18	10	7	2	28
45	3	5	4	27	12	1
45	4	26	24	21	23	8
45	5	17	14	6	16	3
45	6	28	25	11	22	13
45	7	9	10	12	21	19
45	8	23	16	15	4	25
45	9	20	5	18	3	17
45	10	9	8	14	27	22
45	11	2	24	4	7	13
45	12	10	11	12	26	15
45	13	1	28	27	13	19
45	14	14	7	23	6	5
45	15	18	8	11	17	2
45	16	24	9	25	3	10
45	17	1	26	16	20	21
46	1	16	27	1	22	24
46	2	21	12	8	28	7
46	3	26	13	9	6	18
46	4	10	17	23	16	2
46	5	25	3	19	8	5
46	6	15	11	1	18	20
46	7	17	4	26	21	14
46	8	2	22	6	12	23
46	9	7	5	15	9	19
46	10	24	17	3	13	26
46	11	11	2	28	14	1
46	12	27	20	25	10	5
46	13	19	6	24	11	28
46	14	12	4	8	25	9
46	15	3	18	21	27	16
46	16	13	23	10	17	15
46	17	4	7	20	14	22
47	1	23	5	17	28	9
47	2	16	14	2	15	25
47	3	4	22	19	17	27
47	4	21	13	5	11	12
47	5	14	20	24	23	3
47	6	27	15	6	1	9
47	7	3	26	28	7	12
47	8	13	21	18	19	20
47	9	25	2	11	6	27
47	10	22	18	10	14	8
47	11	15	7	21	24	4
47	12	26	11	22	9	16
47	13	1	10	4	5	12
47	14	8	19	23	26	3
47	15	2	24	16	13	6
47	16	18	1	17	25	7
47	17	8	21	20	10	28
48	1	18	1	7	16	26
48	2	20	2	9	12	24
48	3	22	6	3	5	4
48	4	21	23	8	15	1
48	5	16	12	17	27	10
48	6	5	26	19	15	2
48	7	28	25	16	3	21
48	8	24	23	4	18	11
48	9	9	28	27	14	17
48	10	10	3	2	22	13
48	11	7	19	14	21	25
48	12	6	13	4	8	18
48	13	12	27	20	19	15
48	14	11	16	13	5	14
48	15	28	24	1	23	22
48	16	7	9	6	26	10
48	17	17	8	25	20	11
49	1	10	19	28	4	16
49	2	27	26	23	20	11
49	3	1	18	9	2	3
49	4	22	7	5	17	6
49	5	24	12	25	13	15
49	6	11	14	18	10	19
49	7	2	4	7	27	20
49	8	6	8	16	14	23
49	9	5	11	3	24	21
49	10	14	15	12	28	22
49	11	19	1	13	4	17
49	12	3	16	9	18	12
49	13	15	17	24	26	8
49	14	20	25	5	6	1
49	15	23	9	21	2	19
49	16	13	27	8	7	28
49	17	25	21	26	10	22
50	1	27	17	18	21	6
50	2	8	24	10	1	14
50	3	13	26	25	19	28
50	4	4	7	11	12	23
50	5	9	5	27	3	8
50	6	17	22	12	19	6
50	7	26	15	14	3	18
50	8	4	25	2	8	13
50	9	19	21	24	16	23
50	10	18	20	13	7	5
50	11	12	6	26	1	28
50	12	20	10	22	16	15
50	13	9	3	11	25	4
50	14	23	27	14	24	2
50	15	17	16	15	11	7
50	16	21	22	1	9	20
50	17	5	28	10	2	26
51	1	22	3	23	17	2
51	2	12	11	21	13	27
51	3	7	9	19	14	24
51	4	6	26	28	20	4
51	5	1	2	5	8	16
51	6	25	10	15	27	18
51	7	13	14	6	3	9
51	8	8	20	19	12	17
51	9	16	4	26	22	24
51	10	28	6	15	23	21
51	11	19	18	27	5	1
51	12	10	16	7	6	20
51	13	11	8	22	9	26
51	14	24	12	2	18	25
51	15	14	28	17	21	5
51	16	3	10	4	15	13
51	17	25	1	23	11	7
52	1	15	17	11	4	18
52	2	12	13	3	1	22
52	3	21	24	20	4	10
52	4	17	9	27	25	16
52	5	26	5	12	23	14
52	6	2	19	10	11	6
52	7	4	18	28	9	8
52	8	22	3	25	5	19
52	9	15	21	2	8	7
52	10	26	27	17	24	6
52	11	18	23	16	13	22
52	12	1	28	7	10	3
52	13	9	20	19	15	23
52	14	14	12	4	16	27
52	15	26	2	21	13	1
52	16	11	5	20	28	24
52	17	6	7	14	25	8
53	1	2	14	18	20	3
53	2	24	8	6	1	15
53	3	5	17	13	9	10
53	4	7	22	12	18	21
53	5	8	3	11	19	26
53	6	23	25	4	28	16
53	7	2	15	12	26	5
53	8	10	11	1	21	14
53	9	20	4	22	17	9
53	10	19	13	23	7	27
53	11	18	28	24	6	25
53	12	16	19	1	2	20
53	13	28	22	5	27	8
53	14	3	6	16	12	11
53	15	25	15	26	14	13
53	16	10	7	9	24	17
53	17	27	23	3	21	4
54	1	21	16	9	15	14
54	2	27	18	10	26	5
54	3	28	2	6	11	13
54	4	1	25	5	16	4
54	5	19	24	3	22	15
54	6	16	26	8	7	9
54	7	3	12	17	20	23
54	8	6	19	18	4	2
54	9	7	13	22	20	14
54	10	12	21	25	10	17
54	11	15	27	28	3	2
54	12	13	10	8	5	24
54	13	20	22	26	25	11
54	14	9	23	17	28	1
54	15	24	11	27	7	12
54	16	23	8	21	18	6
54	17	14	1	19	12	4
55	1	16	24	13	28	12
55	2	17	4	2	22	26
55	3	19	5	25	27	21
55	4	11	1	18	23	10
55	5	15	28	8	17	14
55	6	3	26	16	27	10
55	7	8	12	20	2	9
55	8	22	14	24	19	18
55	9	5	20	15	6	23
55	10	7	1	2	25	3
55	11	4	27	11	13	21
55	12	5	6	3	9	7
55	13	8	23	13	10	19
55	14	12	15	7	18	28
55	15	6	11	14	17	25
55	16	4	9	24	26	1
55	17	22	16	21	8	20
56	1	26	10	14	23	12
56	2	17	7	5	21	2
56	3	24	1	15	22	27
56	4	8	14	4	3	17
56	5	10	9	28	11	19
56	6	14	20	27	2	25
56	7	9	13	6	18	16
56	8	11	4	22	5	15
56	9	25	21	3	8	24
56	10	18	17	1	26	13
56	11	7	6	23	19	22
56	12	28	3	20	24	13
56	13	23	25	16	12	5
56	14	9	10	27	15	6
56	15	21	28	7	4	26
56	16	19	2	17	16	11
56	17	1	8	12	20	18
57	1	2	5	24	14	18
57	2	28	25	9	22	12
57	3	20	19	26	16	7
57	4	1	4	13	6	15
57	5	11	8	27	10	3
57	6	16	17	18	5	28
57	7	2	9	21	6	23
57	8	10	15	7	13	25
57	9	17	12	19	1	8
57	10	23	5	26	14	11
57	11	13	18	20	3	21
57	12	4	22	10	24	2
57	13	3	14	6	1	16
57	14	27	7	28	2	11
57	15	25	15	22	8	23
57	16	24	19	21	17	20
57	17	12	26	9	27	4
58	1	6	5	12	22	10
58	2	13	11	16	15	8
58	3	20	23	14	4	28
58	4	21	24	5	9	1
58	5	7	27	2	13	22
58	6	18	26	25	19	17
58	7	16	2	24	10	12
58	8	17	3	1	23	7
58	9	27	19	8	4	28
58	10	18	11	20	25	9
58	11	3	21	15	6	26
58	12	5	14	10	7	8
58	13	4	18	23	2	25
58	14	20	6	16	1	27
58	15	26	3	11	12	24
58	16	22	21	10	28	17
58	17	15	13	14	9	19
59	1	12	13	23	21	9
59	2	22	25	1	14	27
59	3	15	20	13	17	5
59	4	24	18	8	23	7
59	5	9	16	28	11	3
59	6	6	12	4	5	19
59	7	26	8	2	20	10
59	8	14	22	28	16	21
59	9	2	27	9	18	15
59	10	6	24	7	21	25
